 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Goiás
Período:2016
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"520005 Abadia de Goiás";0;0;0;1;0;0;0;0;0;1
"520013 Acreúna";0;0;0;2;1;0;0;0;0;3
"520025 Águas Lindas de Goiás";0;0;0;2;1;1;1;0;0;5
"520030 Alexânia";0;0;0;0;1;0;0;0;0;1
"520080 Alvorada do Norte";0;0;0;1;0;0;0;0;0;1
"520110 Anápolis";0;2;0;3;0;15;13;1;1;35
"520140 Aparecida de Goiânia";0;7;1;9;5;7;26;4;5;64
"520170 Aragarças";0;0;0;0;0;0;1;0;0;1
"520235 Arenópolis";0;0;0;0;1;0;0;0;0;1
"520330 Bela Vista de Goiás";0;0;0;0;1;0;0;0;0;1
"520355 Bonfinópolis";0;0;0;0;0;0;1;0;0;1
"520450 Caldas Novas";0;2;1;3;0;3;5;0;3;17
"520470 Campinorte";0;0;0;0;0;0;1;0;0;1
"520490 Campos Belos";0;0;1;0;0;1;0;0;0;2
"520510 Catalão";1;0;0;0;1;1;2;0;3;8
"520545 Cezarina";0;1;0;0;0;0;0;0;0;1
"520549 Cidade Ocidental";0;1;0;0;0;1;1;0;0;3
"520552 Colinas do Sul";0;0;0;0;0;1;0;0;0;1
"520620 Cristalina";0;0;0;0;0;0;1;0;0;1
"520753 Faina";0;0;0;0;1;0;0;0;0;1
"520800 Formosa";1;0;0;3;0;0;1;0;1;6
"520840 Goianápolis";0;0;0;1;0;0;0;0;0;1
"520860 Goianésia";0;1;0;1;0;1;1;0;0;4
"520870 Goiânia";5;18;9;46;11;35;62;32;42;260
"520880 Goianira";1;0;0;1;1;0;1;0;0;4
"520890 Goiás";0;0;0;0;0;0;0;0;1;1
"520910 Goiatuba";0;2;0;1;0;0;0;0;0;3
"520920 Guapó";0;1;0;0;0;0;0;0;0;1
"520970 Hidrolândia";0;0;0;0;0;1;0;0;0;1
"520995 Indiara";0;0;0;0;0;0;0;1;0;1
"521000 Inhumas";0;0;0;0;1;1;0;0;0;2
"521010 Ipameri";0;1;0;0;1;0;0;0;0;2
"521015 Ipiranga de Goiás";0;0;0;0;0;0;1;0;0;1
"521040 Itaberaí";0;2;0;1;0;0;0;0;0;3
"521056 Itaguari";0;0;0;0;0;0;0;1;0;1
"521150 Itumbiara";2;2;2;7;2;5;4;0;3;27
"521170 Jandaia";0;0;1;0;0;0;0;0;0;1
"521180 Jaraguá";0;1;0;0;0;0;1;0;0;2
"521190 Jataí";2;1;1;10;2;4;4;1;1;26
"521210 Joviânia";0;0;0;0;0;1;0;0;0;1
"521220 Jussara";0;0;0;0;0;0;0;1;0;1
"521250 Luziânia";0;2;1;0;0;4;0;0;0;7
"521280 Mara Rosa";0;0;0;1;0;0;0;0;0;1
"521310 Mineiros";1;3;0;1;0;1;0;0;0;6
"521375 Montividiu";0;0;0;1;0;0;0;0;0;1
"521380 Morrinhos";1;0;0;1;1;0;1;0;0;4
"521400 Mozarlândia";0;1;0;0;0;0;1;0;0;2
"521440 Nazário";0;0;0;0;1;0;0;0;0;1
"521450 Nerópolis";0;0;0;0;1;0;1;0;0;2
"521460 Niquelândia";0;0;0;0;0;0;1;0;0;1
"521523 Novo Gama";0;1;0;0;4;1;1;0;0;7
"521530 Orizona";0;1;0;0;0;0;0;0;0;1
"521560 Padre Bernardo";0;0;0;1;2;0;0;0;0;3
"521570 Palmeiras de Goiás";0;1;0;0;1;0;0;0;0;2
"521645 Perolândia";0;1;0;0;0;0;0;1;0;2
"521710 Piracanjuba";0;0;0;0;0;0;1;0;0;1
"521720 Piranhas";0;0;0;1;1;0;0;0;0;2
"521760 Planaltina";0;0;0;0;0;1;0;1;0;2
"521800 Porangatu";0;0;0;0;0;1;0;0;0;1
"521810 Portelândia";0;1;0;0;0;0;0;0;0;1
"521860 Rialma";0;0;0;0;0;0;1;0;0;1
"521880 Rio Verde";0;3;1;8;2;3;4;1;2;24
"521890 Rubiataba";0;0;0;0;1;0;0;0;0;1
"521930 Santa Helena de Goiás";0;0;0;0;0;1;0;0;0;1
"521975 Santo Antônio do Descoberto";0;0;0;0;0;0;0;1;0;1
"522040 São Simão";0;1;0;0;0;0;0;0;0;1
"522045 Senador Canedo";0;1;0;1;1;0;2;1;0;6
"522140 Trindade";0;0;0;0;2;1;3;0;1;7
"522150 Turvânia";0;0;0;0;0;0;1;0;0;1
"522160 Uruaçu";0;1;0;1;0;0;0;0;0;2
"522185 Valparaíso de Goiás";0;0;0;1;0;2;3;1;0;7
"522200 Vianópolis";0;1;0;0;0;0;0;0;0;1
"Total";14;60;18;109;47;93;147;47;63;598
