 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Goiás
Período:2016
"Município (Res)";"Masculino";"Feminino";"Total"
"520005 Abadia de Goiás";1;1;2
"520010 Abadiânia";1;1;2
"520013 Acreúna";2;1;3
"520025 Águas Lindas de Goiás";5;2;7
"520030 Alexânia";1;0;1
"520080 Alvorada do Norte";1;0;1
"520110 Anápolis";46;14;60
"520140 Aparecida de Goiânia";70;23;93
"520170 Aragarças";2;0;2
"520235 Arenópolis";1;0;1
"520330 Bela Vista de Goiás";1;0;1
"520355 Bonfinópolis";1;0;1
"520410 Cachoeira Alta";1;0;1
"520425 Cachoeira Dourada";1;0;1
"520450 Caldas Novas";18;4;22
"520470 Campinorte";0;1;1
"520490 Campos Belos";1;1;2
"520500 Carmo do Rio Verde";2;0;2
"520510 Catalão";8;3;11
"520545 Cezarina";1;0;1
"520549 Cidade Ocidental";1;2;3
"520551 Cocalzinho de Goiás";0;1;1
"520552 Colinas do Sul";0;1;1
"520580 Corumbá de Goiás";1;0;1
"520590 Corumbaíba";0;1;1
"520620 Cristalina";2;0;2
"520640 Crixás";1;0;1
"520740 Edéia";1;0;1
"520753 Faina";1;0;1
"520800 Formosa";6;1;7
"520840 Goianápolis";1;0;1
"520860 Goianésia";5;0;5
"520870 Goiânia";321;97;418
"520880 Goianira";6;1;7
"520890 Goiás";1;0;1
"520910 Goiatuba";2;1;3
"520920 Guapó";1;1;2
"520970 Hidrolândia";1;2;3
"520995 Indiara";2;0;2
"521000 Inhumas";6;0;6
"521010 Ipameri";2;2;4
"521015 Ipiranga de Goiás";0;1;1
"521040 Itaberaí";3;0;3
"521056 Itaguari";1;0;1
"521150 Itumbiara";24;10;34
"521170 Jandaia";1;0;1
"521180 Jaraguá";2;2;4
"521190 Jataí";24;8;32
"521210 Joviânia";1;0;1
"521220 Jussara";1;0;1
"521250 Luziânia";10;2;12
"521280 Mara Rosa";2;0;2
"521310 Mineiros";4;3;7
"521375 Montividiu";1;0;1
"521380 Morrinhos";5;1;6
"521400 Mozarlândia";2;0;2
"521440 Nazário";1;2;3
"521450 Nerópolis";1;1;2
"521460 Niquelândia";1;0;1
"521500 Nova Veneza";0;1;1
"521523 Novo Gama";6;2;8
"521530 Orizona";1;0;1
"521550 Ouvidor";1;0;1
"521560 Padre Bernardo";2;2;4
"521570 Palmeiras de Goiás";3;0;3
"521590 Palminópolis";0;1;1
"521640 Paraúna";1;0;1
"521645 Perolândia";1;1;2
"521710 Piracanjuba";1;0;1
"521720 Piranhas";1;1;2
"521730 Pirenópolis";1;0;1
"521760 Planaltina";3;1;4
"521770 Pontalina";1;0;1
"521800 Porangatu";2;1;3
"521810 Portelândia";1;0;1
"521830 Posse";1;0;1
"521860 Rialma";1;0;1
"521870 Rianápolis";1;0;1
"521880 Rio Verde";21;10;31
"521890 Rubiataba";2;0;2
"521930 Santa Helena de Goiás";2;0;2
"521975 Santo Antônio do Descoberto";3;0;3
"522010 São Luís de Montes Belos";2;0;2
"522040 São Simão";1;1;2
"522045 Senador Canedo";9;4;13
"522108 Teresina de Goiás";1;0;1
"522119 Terezópolis de Goiás";1;1;2
"522140 Trindade";9;6;15
"522150 Turvânia";0;1;1
"522160 Uruaçu";2;3;5
"522185 Valparaíso de Goiás";11;3;14
"522200 Vianópolis";1;0;1
"Total";702;230;932
