 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Mato Grosso do Sul
Período:2024
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"500020 Água Clara";0;0;0;1;0;0;1
"500060 Amambaí";3;0;0;1;3;0;7
"500070 Anastácio";11;0;0;7;0;0;18
"500110 Aquidauana";1;0;0;1;0;0;2
"500150 Bandeirantes";0;0;0;1;0;0;1
"500190 Bataguassu";1;0;1;1;0;0;3
"500210 Bela Vista";0;0;0;1;0;0;1
"500270 Campo Grande";168;28;21;150;2;0;369
"500290 Cassilândia";2;0;0;0;0;0;2
"500295 Chapadão do Sul";2;0;1;1;0;0;4
"500315 Coronel Sapucaia";0;0;0;1;1;0;2
"500320 Corumbá";3;0;2;26;0;0;31
"500325 Costa Rica";1;0;0;1;0;0;2
"500330 Coxim";2;1;0;8;0;0;11
"500370 Dourados";49;5;0;42;6;0;102
"500375 Eldorado";0;0;0;1;0;0;1
"500410 Guia Lopes da Laguna";0;0;0;1;0;0;1
"500430 Iguatemi";0;0;0;1;2;0;3
"500480 Japorã";0;0;0;1;0;0;1
"500500 Jardim";14;0;0;6;0;0;20
"500520 Ladário";2;0;0;1;0;0;3
"500540 Maracaju";4;0;0;1;0;0;5
"500568 Mundo Novo";1;0;0;0;0;0;1
"500570 Naviraí";4;1;0;11;2;2;20
"500600 Nova Alvorada do Sul";2;0;0;1;0;0;3
"500620 Nova Andradina";9;2;0;14;0;0;25
"500630 Paranaíba";11;0;1;8;0;0;20
"500635 Paranhos";0;0;0;0;0;1;1
"500660 Ponta Porã";16;0;0;32;21;0;69
"500710 Ribas do Rio Pardo";0;1;1;1;0;0;3
"500720 Rio Brilhante";0;0;0;2;0;0;2
"500730 Rio Negro";0;1;0;0;0;0;1
"500755 Santa Rita do Pardo";0;1;0;2;0;0;3
"500769 São Gabriel do Oeste";1;0;0;2;0;0;3
"500790 Sidrolândia";1;0;0;1;0;0;2
"500830 Três Lagoas";17;2;0;25;0;0;44
"500840 Vicentina";1;0;0;0;0;0;1
"Total";326;42;27;353;37;3;788
