 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2015
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410030 Agudos do Sul";0;0;0;0;0;0;0;0;0;1;0;0;1
"410040 Almirante Tamandaré";0;1;0;0;1;4;4;2;3;1;0;0;16
"410060 Alto Paraná";0;0;0;0;0;0;1;1;0;0;0;0;2
"410050 Altônia";0;0;0;0;0;0;0;1;0;0;0;0;1
"410090 Amaporã";0;0;0;0;0;1;0;0;0;0;0;0;1
"410110 Andirá";0;0;0;0;0;0;0;0;1;0;0;0;1
"410120 Antonina";0;0;0;0;0;0;0;2;0;0;0;0;2
"410130 Antônio Olinto";0;0;0;0;1;0;1;0;0;0;0;0;2
"410140 Apucarana";1;0;0;0;0;8;6;5;4;2;1;0;27
"410150 Arapongas";0;0;0;0;1;9;6;7;2;1;0;0;26
"410170 Araruna";0;0;0;0;0;1;0;0;0;0;0;0;1
"410180 Araucária";0;0;0;0;1;6;8;6;3;3;0;0;27
"410190 Assaí";0;0;0;0;0;0;0;2;0;0;0;0;2
"410200 Assis Chateaubriand";0;0;0;0;0;0;2;1;0;1;0;0;4
"410240 Bandeirantes";0;0;0;0;0;1;0;1;0;0;0;0;2
"410270 Barra do Jacaré";0;0;0;0;0;1;0;0;0;0;0;0;1
"410280 Bela Vista do Paraíso";0;0;0;0;0;0;2;0;0;0;0;0;2
"410290 Bituruna";0;0;0;0;0;0;0;0;1;1;0;0;2
"410305 Boa Vista da Aparecida";0;0;0;0;0;0;1;0;0;0;0;0;1
"410310 Bocaiúva do Sul";0;0;0;0;0;0;0;2;0;0;0;0;2
"410340 Cafeara";0;0;0;0;0;0;0;0;1;0;0;0;1
"410360 Cambará";0;0;0;0;0;0;0;2;1;0;0;0;3
"410370 Cambé";0;0;0;0;0;3;5;3;2;1;0;0;14
"410380 Cambira";0;0;0;0;0;1;0;1;0;0;0;0;2
"410390 Campina da Lagoa";0;0;0;0;0;1;0;0;0;0;0;0;1
"410395 Campina do Simão";0;0;0;0;0;0;0;1;0;0;0;0;1
"410400 Campina Grande do Sul";0;0;0;0;0;1;4;3;0;1;1;0;10
"410420 Campo Largo";0;0;0;0;0;4;3;3;5;1;0;0;16
"410425 Campo Magro";0;0;0;0;1;1;0;0;0;0;0;0;2
"410430 Campo Mourão";0;0;0;0;0;6;9;5;3;3;0;0;26
"410445 Cantagalo";0;0;0;0;0;0;3;0;0;0;0;0;3
"410460 Capitão Leônidas Marques";0;0;0;0;0;0;0;2;1;0;0;0;3
"410480 Cascavel";0;0;0;0;1;21;27;9;15;3;0;0;76
"410490 Castro";0;0;0;0;0;0;1;0;0;0;0;0;1
"410520 Cerro Azul";0;0;0;0;0;1;0;0;0;0;0;0;1
"410550 Cianorte";0;0;0;0;1;4;2;2;3;0;0;0;12
"410560 Cidade Gaúcha";0;0;0;0;0;0;0;0;1;0;0;0;1
"410580 Colombo";0;0;0;0;0;7;12;23;10;1;1;0;54
"410590 Colorado";0;0;0;0;0;0;0;1;0;0;0;0;1
"410620 Contenda";0;0;0;0;0;0;2;0;0;0;0;0;2
"410630 Corbélia";0;0;0;0;0;0;0;0;1;0;0;0;1
"410640 Cornélio Procópio";0;0;0;0;0;2;1;1;1;0;0;0;5
"410650 Coronel Vivida";0;0;0;0;0;0;1;1;1;0;0;0;3
"410655 Corumbataí do Sul";0;0;0;0;0;1;1;0;0;0;0;0;2
"410660 Cruzeiro do Oeste";0;0;0;0;0;1;1;2;0;0;0;0;4
"410690 Curitiba";2;3;0;2;11;145;188;119;92;22;2;2;588
"410720 Dois Vizinhos";0;0;0;0;0;0;1;0;1;0;0;0;2
"410730 Doutor Camargo";0;0;0;0;0;0;1;0;1;0;0;0;2
"410750 Engenheiro Beltrão";0;0;0;0;0;1;0;0;0;1;0;0;2
"410755 Farol";0;0;0;0;0;1;0;0;0;0;0;0;1
"410765 Fazenda Rio Grande";0;0;0;0;0;2;5;5;2;0;0;0;14
"410773 Fernandes Pinheiro";0;0;0;0;0;0;1;0;0;0;0;0;1
"410810 Flórida";0;0;0;0;0;0;1;0;0;0;0;0;1
"410830 Foz do Iguaçu";1;0;0;1;1;13;16;24;11;6;1;0;74
"410832 Francisco Alves";0;0;0;0;0;1;0;0;0;0;0;0;1
"410840 Francisco Beltrão";0;0;0;0;0;6;5;8;7;2;2;0;30
"410860 Goioerê";0;0;0;0;0;0;0;0;0;1;0;0;1
"410880 Guaíra";0;0;0;0;0;1;1;1;3;1;0;0;7
"410895 Guamiranga";0;0;0;0;0;0;0;1;0;0;0;0;1
"410930 Guaraniaçu";0;0;0;0;0;0;0;1;0;0;0;0;1
"410940 Guarapuava";0;0;0;0;0;16;12;13;7;4;0;0;52
"410950 Guaraqueçaba";0;0;0;0;0;0;1;0;0;0;0;0;1
"410960 Guaratuba";0;0;0;0;1;1;4;4;3;0;0;0;13
"410970 Ibaiti";0;0;0;0;0;1;2;2;2;3;0;0;10
"410980 Ibiporã";0;0;0;0;1;0;0;1;0;0;0;0;2
"410990 Icaraíma";0;0;0;0;0;0;1;0;0;0;0;0;1
"411007 Imbaú";0;0;0;0;0;0;0;1;0;0;0;0;1
"411150 Ivaiporã";0;0;0;0;0;0;1;0;1;0;0;0;2
"411170 Jaboti";0;0;0;0;0;0;1;0;0;0;0;0;1
"411180 Jacarezinho";0;0;1;0;0;6;7;3;1;1;0;0;19
"411190 Jaguapitã";0;0;0;0;0;0;0;0;0;1;0;0;1
"411210 Jandaia do Sul";0;0;0;0;0;1;0;0;1;0;0;0;2
"411230 Japira";0;0;0;0;0;1;0;0;0;0;0;0;1
"411240 Japurá";0;0;0;0;0;0;0;1;0;0;0;0;1
"411270 Jataizinho";0;0;0;0;0;0;0;1;0;0;0;0;1
"411295 Juranda";1;0;0;0;0;0;0;1;0;0;0;0;2
"411320 Lapa";0;0;0;0;0;0;3;3;0;0;0;0;6
"411325 Laranjal";0;0;0;0;0;0;1;0;0;0;0;0;1
"411330 Laranjeiras do Sul";0;0;0;0;0;1;1;0;2;1;0;0;5
"411350 Loanda";0;0;0;0;0;0;1;1;1;0;0;0;3
"411370 Londrina";0;0;0;1;1;26;42;28;17;7;2;0;124
"411375 Lunardelli";0;0;0;0;0;0;0;1;0;0;0;0;1
"411400 Mamborê";0;0;0;0;0;1;1;1;0;0;0;0;3
"411410 Mandaguaçu";0;0;0;0;0;1;0;1;1;0;0;0;3
"411420 Mandaguari";0;0;0;0;0;2;0;0;0;0;0;0;2
"411430 Mandirituba";0;0;0;0;0;0;0;2;1;0;0;0;3
"411440 Mangueirinha";0;0;0;0;0;1;1;0;0;0;0;0;2
"411460 Marechal Cândido Rondon";0;1;0;0;0;0;3;1;0;0;0;0;5
"411480 Marialva";0;0;0;0;0;0;1;0;1;0;0;0;2
"411520 Maringá";1;0;0;0;3;31;30;22;13;6;2;0;108
"411560 Matelândia";0;0;0;0;0;0;0;0;1;0;0;0;1
"411570 Matinhos";0;0;0;0;0;0;1;1;1;0;0;0;3
"411580 Medianeira";0;0;0;0;0;2;0;2;0;0;0;0;4
"411605 Missal";0;0;0;0;0;0;1;0;0;0;0;0;1
"411610 Moreira Sales";0;0;0;0;0;1;0;0;0;0;0;0;1
"411620 Morretes";0;0;0;0;0;0;1;1;0;1;0;0;3
"411630 Munhoz de Melo";0;0;0;0;0;1;0;0;0;0;0;0;1
"411650 Nova Aliança do Ivaí";0;0;0;0;0;1;0;0;0;0;0;0;1
"411670 Nova Aurora";0;0;0;0;0;0;0;1;0;0;0;0;1
"411690 Nova Esperança";0;0;0;0;0;0;0;2;1;0;0;0;3
"411700 Nova Fátima";0;0;0;0;0;0;0;0;0;1;0;0;1
"411720 Nova Olímpia";0;0;0;0;0;1;1;0;0;0;0;0;2
"411750 Paiçandu";0;0;0;0;0;0;1;1;2;1;0;0;5
"411760 Palmas";0;0;0;0;0;2;4;0;1;1;0;0;8
"411780 Palmital";0;0;0;0;0;0;1;0;0;1;0;0;2
"411790 Palotina";0;0;0;0;0;1;1;0;1;1;0;0;4
"411810 Paranacity";0;0;0;0;0;0;0;0;1;0;0;0;1
"411820 Paranaguá";0;0;1;0;1;13;28;30;18;8;0;2;101
"411840 Paranavaí";0;0;0;0;0;6;2;2;2;3;0;0;15
"411850 Pato Branco";0;0;0;0;1;8;5;8;2;2;0;0;26
"411880 Peabiru";0;0;0;0;0;1;0;0;0;0;0;0;1
"411890 Pérola";0;0;0;0;0;0;3;0;0;0;0;0;3
"411915 Pinhais";0;0;0;0;3;16;25;7;2;0;1;0;54
"411920 Pinhalão";0;0;0;0;0;0;1;0;0;0;0;0;1
"411930 Pinhão";0;0;0;0;0;1;1;1;0;0;0;0;3
"411940 Piraí do Sul";0;0;0;0;0;0;1;0;1;0;1;0;3
"411950 Piraquara";0;1;0;0;1;11;7;0;5;0;0;0;25
"411960 Pitanga";0;1;0;0;0;1;0;0;0;0;0;0;2
"411990 Ponta Grossa";1;0;1;0;1;21;26;21;21;7;0;0;99
"411995 Pontal do Paraná";0;0;0;0;0;0;2;1;1;0;1;0;5
"412000 Porecatu";0;0;0;0;0;0;0;1;0;0;0;0;1
"412010 Porto Amazonas";0;0;0;0;0;1;0;0;0;0;0;0;1
"412060 Prudentópolis";0;0;0;0;0;0;2;1;0;0;0;0;3
"412080 Quatro Barras";0;0;0;0;0;0;1;0;0;0;0;0;1
"412090 Quedas do Iguaçu";0;0;0;0;0;0;0;2;0;0;0;0;2
"412110 Quinta do Sol";0;0;0;0;0;1;0;0;0;0;0;0;1
"412150 Rebouças";0;0;0;0;0;0;1;0;0;0;0;0;1
"412170 Reserva";0;0;0;0;0;0;0;0;1;0;0;0;1
