 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2025
Ano Notificação: 2025
UF Residência: Paraná
Região Res.: Região Sul
UF Notificação: Paraná
Região Not.: Região Sul
Período:2025
"Município (Res)";"< 1 ano";"1-4";"5-9";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"410940 Guarapuava";0;0;0;0;3;2;5;3;2;0;0;15
"410960 Guaratuba";0;0;0;0;2;3;4;0;0;0;0;9
"410970 Ibaiti";0;0;0;0;1;0;3;0;2;0;0;6
"410980 Ibiporã";0;0;0;0;0;0;0;0;1;0;0;1
"411000 Iguaraçu";0;0;0;0;1;3;4;2;0;0;1;11
"411070 Irati";0;0;0;0;1;0;0;0;0;0;0;1
"411120 Itapejara d'Oeste";0;0;0;0;0;0;1;0;0;0;0;1
"411180 Jacarezinho";0;0;0;0;4;3;7;3;1;1;0;19
"411190 Jaguapitã";0;0;0;0;1;2;1;0;0;0;0;4
"411270 Jataizinho";0;0;0;0;0;0;0;1;0;0;0;1
"411275 Jesuítas";0;0;0;0;1;0;0;0;0;0;0;1
"411320 Lapa";0;0;0;0;0;3;2;0;0;0;0;5
"411330 Laranjeiras do Sul";0;0;0;0;0;0;0;1;0;0;0;1
"411350 Loanda";0;0;0;0;2;0;1;0;0;0;0;3
"411370 Londrina";0;0;0;1;19;20;17;14;7;1;0;79
"411375 Lunardelli";0;0;0;0;0;0;0;0;1;0;0;1
"411440 Mangueirinha";0;0;0;0;1;0;1;0;0;0;0;2
"411460 Marechal Cândido Rondon";0;0;0;0;1;0;0;0;0;0;0;1
"411480 Marialva";0;0;0;0;0;0;1;1;0;0;0;2
"411520 Maringá";0;0;0;0;28;29;24;15;5;1;0;102
"411570 Matinhos";0;0;0;0;0;0;0;1;0;0;0;1
"411580 Medianeira";0;0;0;0;1;0;0;0;0;0;0;1
"411590 Mirador";0;0;0;0;1;0;0;0;0;0;0;1
"411620 Morretes";0;0;0;0;0;0;1;0;0;0;0;1
"411690 Nova Esperança";0;0;0;0;0;0;0;1;0;0;0;1
"411710 Nova Londrina";0;0;0;0;1;0;0;0;0;0;0;1
"411730 Ortigueira";0;0;0;1;0;0;0;0;0;0;0;1
"411745 Ouro Verde do Oeste";0;0;0;0;0;1;0;0;0;0;0;1
"411750 Paiçandu";0;0;0;0;0;1;0;0;0;0;0;1
"411760 Palmas";0;0;0;0;0;1;3;1;0;0;0;5
"411790 Palotina";0;0;0;0;1;0;1;0;0;0;0;2
"411820 Paranaguá";0;0;0;1;6;19;13;20;6;1;1;67
"411840 Paranavaí";0;0;0;0;5;5;6;1;0;0;0;17
"411850 Pato Branco";0;0;0;0;3;8;4;3;1;0;0;19
"411915 Pinhais";0;0;0;0;10;6;9;3;1;0;0;29
"411930 Pinhão";0;0;0;0;0;0;2;1;0;0;0;3
"411950 Piraquara";0;0;0;0;1;1;3;1;0;0;0;6
"411960 Pitanga";0;0;0;0;0;0;0;1;0;0;0;1
"411965 Pitangueiras";0;0;0;0;0;0;1;0;0;0;0;1
"411990 Ponta Grossa";0;0;0;0;19;19;15;15;3;1;0;72
"412050 Primeiro de Maio";0;0;0;0;1;0;1;0;0;0;0;2
"412060 Prudentópolis";0;0;0;0;0;0;1;0;0;0;0;1
"412080 Quatro Barras";0;0;0;0;0;0;1;1;0;0;0;2
"412090 Quedas do Iguaçu";0;0;0;0;0;0;0;1;0;0;0;1
"412100 Querência do Norte";0;0;0;0;0;0;1;0;0;0;0;1
"412160 Renascença";0;0;0;0;0;0;1;0;0;0;0;1
"412215 Rio Bonito do Iguaçu";0;0;0;0;0;0;0;0;1;0;0;1
"412220 Rio Branco do Sul";0;0;0;0;1;0;0;0;0;0;0;1
"412230 Rio Negro";0;0;0;0;1;3;0;1;0;0;0;5
"412240 Rolândia";0;0;0;0;0;0;1;0;1;0;0;2
"412250 Roncador";0;0;0;0;0;1;0;0;0;0;0;1
"412350 Santa Helena";0;0;0;0;1;0;0;0;0;0;0;1
"412385 Santa Maria do Oeste";0;0;0;0;0;1;0;0;0;0;0;1
