 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2025
Ano Notificação: 2025
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2025
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430040 Alegrete";0;0;0;0;0;2;2;4;0;0;0;0;8
"430050 Alpestre";0;0;0;0;0;1;0;0;0;0;0;0;1
"430060 Alvorada";0;0;0;0;0;7;13;11;4;5;1;0;41
"430110 Arroio dos Ratos";0;0;0;0;0;1;0;0;0;0;0;0;1
"430130 Arroio Grande";0;0;0;0;0;0;1;0;0;0;0;0;1
"430160 Bagé";0;0;0;0;0;1;6;4;3;1;0;0;15
"430210 Bento Gonçalves";0;0;0;0;1;2;5;2;3;4;0;0;17
"430223 Boa Vista do Incra";0;0;0;0;0;0;0;0;0;1;0;0;1
"430280 Caçapava do Sul";0;0;0;0;0;1;0;1;0;0;0;0;2
"430290 Cacequi";0;0;0;0;0;0;1;1;0;0;0;0;2
"430300 Cachoeira do Sul";0;0;0;0;0;3;4;3;1;1;0;0;12
"430310 Cachoeirinha";0;0;0;0;1;4;6;9;9;3;1;0;33
"430350 Camaquã";0;0;0;0;0;3;0;3;3;2;1;0;12
"430370 Campina das Missões";0;0;0;0;0;0;1;0;0;0;0;0;1
"430390 Campo Bom";0;0;0;0;0;1;2;1;0;2;0;0;6
"430420 Candelária";0;0;0;0;0;1;0;0;0;0;0;0;1
"430430 Cândido Godói";0;0;0;0;0;0;0;1;0;0;0;0;1
"430435 Candiota";0;0;0;0;0;0;0;1;0;0;0;0;1
"430440 Canela";0;0;0;0;1;3;6;5;2;0;0;0;17
"430450 Canguçu";0;0;0;0;0;0;1;1;0;0;0;0;2
"430460 Canoas";0;1;0;1;3;21;22;32;19;4;2;0;105
"430463 Capão da Canoa";0;0;0;0;0;3;3;7;1;0;0;0;14
"430466 Capão do Leão";0;0;0;0;0;0;1;0;0;0;0;0;1
"430470 Carazinho";0;0;0;0;0;4;4;2;2;0;1;0;13
"430490 Casca";0;0;0;0;0;0;0;0;1;0;0;0;1
"430500 Catuípe";0;0;0;0;0;1;0;0;0;0;0;0;1
"430510 Caxias do Sul";0;1;0;0;0;14;28;11;9;5;0;0;68
"430535 Charqueadas";0;0;0;0;1;5;9;9;5;1;2;0;32
"430558 Colinas";0;0;0;0;1;0;0;0;0;0;0;0;1
"430587 Coronel Barros";0;0;0;0;0;0;0;0;1;0;0;0;1
"430610 Cruz Alta";0;0;0;0;0;4;7;4;6;1;0;0;22
"430635 Dezesseis de Novembro";0;0;0;0;0;0;0;0;0;1;0;0;1
"430637 Dilermando de Aguiar";0;0;0;0;0;0;1;0;0;0;0;0;1
"430640 Dois Irmãos";0;0;0;0;0;0;1;0;1;0;0;0;2
"430660 Dom Pedrito";0;0;0;0;0;2;0;4;0;0;0;0;6
"430676 Eldorado do Sul";0;0;0;0;0;1;1;2;0;1;0;0;5
"430680 Encantado";0;0;0;0;0;0;1;0;0;0;0;0;1
"430690 Encruzilhada do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"430700 Erechim";0;0;0;0;0;1;2;1;6;1;0;0;11
"430760 Estância Velha";0;0;0;0;0;0;3;1;1;1;0;0;6
"430770 Esteio";0;0;0;1;0;3;3;3;3;1;1;0;15
"430780 Estrela";0;0;0;0;0;0;1;3;3;2;0;0;9
"430790 Farroupilha";0;0;0;0;0;2;6;9;5;2;0;0;24
"430850 Frederico Westphalen";0;0;0;0;0;3;5;2;2;1;0;0;13
"430860 Garibaldi";0;0;0;0;0;0;0;0;0;1;0;0;1
"430910 Gramado";0;0;0;0;0;1;1;1;0;0;0;0;3
"430920 Gravataí";0;0;0;0;1;3;13;7;15;2;1;0;42
"430930 Guaíba";0;0;0;0;0;3;6;2;7;2;1;0;21
"430940 Guaporé";0;0;0;0;0;0;0;0;0;1;0;0;1
"430957 Herveiras";0;0;0;0;0;1;0;0;0;0;0;0;1
"430990 Ibiraiaras";0;0;0;0;0;0;0;0;0;1;0;0;1
"431010 Igrejinha";0;0;0;0;0;1;2;0;1;0;0;0;4
"431020 Ijuí";0;0;0;0;0;2;4;4;1;1;0;0;12
"431033 Imbé";0;0;0;0;0;0;0;1;0;0;0;0;1
"431040 Independência";0;0;0;0;0;0;0;0;0;1;0;0;1
"431046 Ipiranga do Sul";0;0;0;0;0;0;1;0;0;0;0;0;1
"431053 Itaara";0;0;0;0;0;0;0;0;1;0;0;0;1
"431100 Jaguarão";0;0;0;0;0;0;1;1;0;0;0;0;2
"431110 Jaguari";0;0;0;0;0;1;0;0;0;0;0;0;1
"431120 Júlio de Castilhos";0;0;0;0;0;0;1;0;0;0;0;0;1
"431130 Lagoa Vermelha";0;0;0;0;0;1;1;1;1;0;1;0;5
"431140 Lajeado";0;0;0;0;0;7;5;10;2;3;0;0;27
"431162 Lindolfo Collor";0;0;0;0;0;1;0;0;1;0;0;0;2
"431180 Marau";0;0;0;0;0;0;1;0;0;0;0;0;1
"431240 Montenegro";0;0;0;0;0;1;5;3;3;1;0;1;14
"431245 Morro Redondo";0;0;0;0;0;0;0;0;0;1;0;0;1
"431265 Não-Me-Toque";0;0;0;0;0;0;0;1;0;0;0;0;1
"431306 Nova Hartz";0;0;0;0;0;0;3;0;0;0;0;0;3
"431335 Nova Roma do Sul";0;0;0;0;0;1;0;0;0;0;0;0;1
"431337 Nova Santa Rita";0;0;0;0;0;1;0;1;0;0;0;0;2
"431349 Novo Barreiro";0;0;0;0;0;0;0;1;0;0;0;0;1
"431340 Novo Hamburgo";0;0;0;0;0;9;18;17;4;3;0;0;51
"431350 Osório";0;0;0;0;2;2;2;3;1;1;0;0;11
"431370 Palmeira das Missões";0;0;0;0;1;4;2;4;1;0;0;0;12
"431390 Panambi";0;0;0;0;0;0;1;1;0;0;0;0;2
"431402 Paraíso do Sul";0;0;0;0;0;1;0;0;0;0;0;0;1
"431405 Parobé";0;0;0;0;0;1;2;0;1;2;0;0;6
"431406 Passa Sete";0;0;0;0;0;0;0;0;1;0;0;0;1
"431410 Passo Fundo";0;0;0;0;0;15;14;10;2;2;0;0;43
"431440 Pelotas";0;1;0;0;0;8;21;14;12;5;0;0;61
"431480 Portão";0;0;0;0;0;3;2;2;3;0;0;0;10
"431490 Porto Alegre";1;1;0;0;5;81;142;141;90;40;10;0;511
"431500 Porto Lucena";0;0;0;0;0;0;1;0;0;0;0;0;1
"431530 Quaraí";0;0;0;0;0;1;0;0;0;0;0;0;1
"431531 Quatro Irmãos";0;0;0;0;0;0;0;1;0;0;0;0;1
"431560 Rio Grande";0;0;0;0;1;6;21;17;8;1;2;0;56
"431570 Rio Pardo";0;0;0;0;0;0;1;1;3;0;0;0;5
"431610 Ronda Alta";0;0;0;0;0;0;0;0;1;0;0;0;1
"431670 Santa Bárbara do Sul";0;0;0;0;0;0;0;0;0;1;0;0;1
"431680 Santa Cruz do Sul";0;0;0;0;1;3;4;4;2;3;1;0;18
"431690 Santa Maria";0;1;0;0;1;9;15;13;7;3;0;1;50
"431720 Santa Rosa";0;0;0;0;0;2;5;1;1;1;0;0;10
"431730 Santa Vitória do Palmar";0;0;0;0;0;3;0;1;2;1;0;0;7
"431710 Santana do Livramento";0;0;0;0;0;2;2;4;1;1;1;0;11
"431740 Santiago";0;0;0;0;0;1;3;2;1;0;0;0;7
"431750 Santo Ângelo";0;0;1;1;0;3;4;4;3;1;0;0;17
"431760 Santo Antônio da Patrulha";0;0;0;0;0;2;2;1;1;0;0;0;6
"431800 São Borja";0;0;0;0;0;2;1;0;2;2;0;0;7
"431830 São Gabriel";0;0;0;0;0;0;2;1;0;1;0;0;4
"431840 São Jerônimo";0;0;0;0;0;0;0;1;1;0;0;0;2
"431844 São Jorge";0;0;0;0;0;0;0;1;0;0;0;0;1
"431861 São José do Sul";0;0;0;0;0;0;0;1;0;0;0;0;1
"431862 São José dos Ausentes";0;0;0;0;0;1;0;0;0;0;0;0;1
"431870 São Leopoldo";1;0;0;0;0;6;14;13;7;3;0;0;44
"431890 São Luiz Gonzaga";0;0;1;0;0;3;1;0;0;1;0;0;6
"431915 São Miguel das Missões";0;0;0;0;0;0;0;0;1;0;0;0;1
"431935 São Pedro da Serra";0;0;0;0;0;0;0;0;1;0;0;0;1
"431950 São Sebastião do Caí";0;0;0;0;0;1;0;2;1;0;0;0;4
"431980 São Vicente do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1
"431990 Sapiranga";0;0;0;0;0;2;6;3;4;1;0;0;16
"432000 Sapucaia do Sul";0;0;0;0;0;4;3;11;3;1;0;0;22
"432010 Sarandi";0;0;0;0;0;1;0;0;0;0;0;0;1
"432070 Sobradinho";0;0;0;0;0;0;1;0;0;0;0;0;1
"432080 Soledade";0;0;0;0;1;2;1;0;0;0;0;0;4
"432110 Tapes";0;0;0;0;0;0;2;0;0;0;0;0;2
"432120 Taquara";0;0;0;0;0;1;4;1;3;0;0;0;9
"432145 Teutônia";0;0;0;0;0;1;2;0;0;0;0;0;3
"432150 Torres";0;0;0;0;0;2;4;3;3;0;0;0;12
"432160 Tramandaí";0;0;0;0;0;4;5;12;4;6;0;0;31
"432166 Três Cachoeiras";0;0;0;0;0;0;1;0;0;0;0;0;1
"432180 Três de Maio";0;0;0;0;0;1;1;1;1;0;0;0;4
"432190 Três Passos";0;0;0;0;0;0;0;0;0;1;0;0;1
"432200 Triunfo";0;0;0;0;1;0;1;1;1;1;0;0;5
"432240 Uruguaiana";0;0;0;0;0;1;5;8;2;2;0;0;18
"432250 Vacaria";0;0;0;0;0;4;3;0;0;2;0;0;9
"432260 Venâncio Aires";0;0;0;0;0;1;4;3;3;1;0;0;12
"432300 Viamão";0;0;0;0;0;14;13;19;2;5;2;0;55
"432380 Xangri-lá";0;0;0;0;0;1;3;1;1;0;0;0;6
"Total";2;5;2;3;22;326;529;494;308;146;28;2;1867
