 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2025
Ano Notificação: 2025
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2025
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"430040 Alegrete";1;0;0;2;0;1;3;0;0;7
"430050 Alpestre";0;0;0;0;0;0;1;0;0;1
"430060 Alvorada";3;1;0;12;1;2;4;0;3;26
"430130 Arroio Grande";0;0;0;0;0;1;0;0;0;1
"430160 Bagé";0;0;1;6;2;1;3;0;0;13
"430210 Bento Gonçalves";1;1;0;2;2;5;2;1;1;15
"430223 Boa Vista do Incra";0;0;0;0;0;1;0;0;0;1
"430280 Caçapava do Sul";0;0;0;0;0;0;0;1;0;1
"430300 Cachoeira do Sul";0;0;0;2;1;1;0;1;0;5
"430310 Cachoeirinha";0;2;0;6;3;3;12;0;2;28
"430350 Camaquã";2;0;1;2;0;1;4;0;0;10
"430370 Campina das Missões";0;0;0;0;0;0;1;0;0;1
"430390 Campo Bom";0;1;0;2;0;0;1;1;0;5
"430420 Candelária";0;0;0;0;0;1;0;0;0;1
"430430 Cândido Godói";0;0;0;0;0;1;0;0;0;1
"430435 Candiota";0;0;1;0;0;0;0;0;0;1
"430440 Canela";0;1;0;4;0;5;5;0;1;16
"430450 Canguçu";0;0;1;0;0;0;1;0;0;2
"430460 Canoas";5;5;5;21;8;10;14;0;8;76
"430463 Capão da Canoa";0;2;0;1;4;2;0;0;1;10
"430470 Carazinho";1;0;1;0;0;0;2;0;1;5
"430490 Casca";0;0;0;0;1;0;0;0;0;1
"430500 Catuípe";0;0;0;0;0;0;1;0;0;1
"430510 Caxias do Sul";7;3;4;10;5;6;22;2;6;65
"430535 Charqueadas";2;1;0;6;3;6;3;0;0;21
"430558 Colinas";0;0;0;0;0;1;0;0;0;1
"430587 Coronel Barros";0;0;0;1;0;0;0;0;0;1
"430610 Cruz Alta";0;0;1;10;2;2;3;0;2;20
"430635 Dezesseis de Novembro";0;0;0;0;0;0;1;0;0;1
