 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Raça/cor
UF Residência: Mato Grosso
Período:2023
"Município (Res)";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"510020 Água Boa";5;0;0;4;0;0;9
"510025 Alta Floresta";6;0;0;5;0;0;11
"510030 Alto Araguaia";0;1;0;2;0;0;3
"510080 Apiacás";0;0;0;1;0;0;1
"510125 Araputanga";1;0;0;3;0;0;4
"510170 Barra do Bugres";1;0;0;0;0;0;1
"510180 Barra do Garças";2;0;0;4;0;0;6
"510190 Brasnorte";0;0;0;0;1;0;1
"510250 Cáceres";5;1;1;15;0;0;22
"510263 Campo Novo do Parecis";1;0;0;4;0;0;5
"510267 Campo Verde";1;0;0;8;0;0;9
"510268 Campos de Júlio";0;0;0;2;0;0;2
"510270 Canarana";1;0;0;0;0;0;1
"510285 Castanheira";0;0;0;1;0;0;1
"510300 Chapada dos Guimarães";1;0;0;0;0;0;1
"510305 Cláudia";1;0;0;0;0;0;1
"510320 Colíder";0;1;0;3;1;0;5
"510335 Confresa";3;2;0;6;1;0;12
"510337 Cotriguaçu";0;0;0;1;0;0;1
"510340 Cuiabá";44;22;6;156;1;0;229
"510350 Diamantino";0;0;0;4;0;0;4
"510410 Guarantã do Norte";4;0;0;2;0;0;6
"510420 Guiratinga";0;0;0;1;0;0;1
"510460 Itiquira";0;1;0;0;0;0;1
"510480 Jaciara";2;0;0;2;0;0;4
"510490 Jangada";0;0;0;2;0;0;2
"510500 Jauru";1;0;0;0;0;0;1
"510510 Juara";4;0;1;4;0;0;9
"510515 Juína";3;1;0;12;0;0;16
"510520 Juscimeira";0;0;0;1;0;0;1
"510525 Lucas do Rio Verde";1;0;0;4;0;0;5
"510560 Matupá";1;2;0;2;0;0;5
"510562 Mirassol d'Oeste";0;0;0;1;0;0;1
"510590 Nobres";0;0;0;5;0;0;5
"510615 Nova Bandeirantes";1;0;0;0;0;0;1
"510618 Nova Lacerda";1;1;0;0;0;0;2
"510890 Nova Maringá";1;0;0;0;0;0;1
"510622 Nova Mutum";0;0;0;11;0;0;11
"510623 Nova Olímpia";0;0;0;1;0;0;1
"510624 Nova Ubiratã";1;0;0;1;0;0;2
"510625 Nova Xavantina";0;1;0;7;0;0;8
"510630 Paranatinga";0;1;0;1;0;0;2
"510637 Pedra Preta";0;0;0;2;0;0;2
"510642 Peixoto de Azevedo";4;1;0;4;0;0;9
"510650 Poconé";0;0;0;3;0;0;3
"510675 Pontes e Lacerda";1;0;0;7;0;0;8
"510700 Poxoréo";0;0;0;2;0;0;2
"510704 Primavera do Leste";5;1;1;12;0;0;19
"510715 Reserva do Cabaçal";0;1;0;0;0;0;1
"510760 Rondonópolis";30;12;0;58;0;0;100
"510770 Rosário Oeste";0;0;0;1;0;0;1
"510777 Santa Terezinha";0;0;0;0;1;0;1
"510740 São Pedro da Cipa";0;1;0;1;0;0;2
"510787 Sapezal";0;0;0;1;0;0;1
"510790 Sinop";23;4;1;43;1;0;72
"510792 Sorriso";7;8;2;25;0;0;42
"510795 Tangará da Serra";7;4;0;19;0;0;30
"510800 Tapurah";1;0;0;1;0;0;2
"510840 Várzea Grande";23;8;1;75;0;1;108
"510850 Vera";1;0;0;1;0;0;2
"510550 Vila Bela da Santíssima Trindade";0;0;0;2;0;0;2
"Total";194;74;13;533;6;1;821
