 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Goiás
Período:2025
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"520005 Abadia de Goiás";0;0;0;0;0;0;0;0;1;1
"520010 Abadiânia";0;0;0;0;0;1;0;0;0;1
"520025 Águas Lindas de Goiás";1;0;0;0;0;1;1;0;0;3
"520030 Alexânia";0;0;0;0;1;0;0;0;0;1
"520085 Americano do Brasil";0;0;1;0;0;0;0;0;0;1
"520110 Anápolis";4;1;0;2;2;11;31;1;1;53
"520140 Aparecida de Goiânia";1;0;4;4;5;12;22;2;7;57
"520170 Aragarças";0;0;0;0;0;0;0;0;1;1
"520250 Aruanã";0;1;0;0;0;0;0;0;0;1
"520330 Bela Vista de Goiás";0;1;0;0;0;0;0;0;0;1
"520340 Bom Jardim de Goiás";0;0;0;0;0;1;1;0;0;2
"520355 Bonfinópolis";0;0;0;1;0;0;1;0;0;2
"520360 Brazabrantes";1;0;0;0;0;0;0;0;0;1
"520425 Cachoeira Dourada";0;0;0;0;0;0;0;0;1;1
"520450 Caldas Novas";0;0;0;3;0;11;2;1;8;25
"520510 Catalão";0;0;0;3;0;5;3;0;8;19
"520549 Cidade Ocidental";1;0;0;2;1;4;2;0;2;12
"520620 Cristalina";1;1;0;0;0;0;0;0;0;2
"520640 Crixás";0;1;0;0;0;0;0;0;0;1
"520680 Damolândia";0;1;0;0;0;0;0;0;0;1
"520780 Firminópolis";0;0;0;1;0;0;0;0;0;1
"520800 Formosa";0;0;0;0;0;1;1;0;0;2
"520860 Goianésia";0;0;0;1;0;0;0;0;1;2
"520870 Goiânia";10;9;9;29;13;26;63;12;48;219
"520880 Goianira";0;0;0;0;0;0;3;0;0;3
"520890 Goiás";0;0;0;0;0;0;1;0;0;1
"520910 Goiatuba";0;0;0;0;0;0;2;0;0;2
"520920 Guapó";0;0;0;0;0;0;2;1;0;3
"521000 Inhumas";0;0;0;0;0;0;1;0;0;1
"521015 Ipiranga de Goiás";0;0;0;1;0;0;0;0;0;1
"521020 Iporá";0;1;0;0;1;1;1;0;3;7
"521090 Itapaci";0;0;0;0;0;1;0;0;1;2
"521120 Itapuranga";0;0;0;1;0;0;0;0;0;1
"521150 Itumbiara";1;1;0;2;2;2;7;0;3;18
"521180 Jaraguá";1;0;0;0;0;0;1;0;0;2
"521190 Jataí";0;5;0;2;1;2;0;1;4;15
"521250 Luziânia";1;0;0;1;1;0;1;0;0;4
"521380 Morrinhos";0;0;0;0;1;1;0;0;0;2
"521400 Mozarlândia";0;0;0;0;0;0;0;0;1;1
"521460 Niquelândia";0;0;0;0;0;0;0;0;1;1
"521500 Nova Veneza";0;0;0;1;0;0;0;0;0;1
"521570 Palmeiras de Goiás";0;0;0;0;0;0;0;1;0;1
"521640 Paraúna";0;0;0;0;0;0;0;1;0;1
"521690 Pilar de Goiás";0;0;0;0;0;0;0;1;0;1
"521710 Piracanjuba";0;0;0;0;0;0;1;0;0;1
"521740 Pires do Rio";0;0;0;0;0;0;0;1;0;1
"521760 Planaltina";0;0;0;1;1;1;1;0;0;4
"521770 Pontalina";0;0;1;0;0;0;0;0;0;1
"521800 Porangatu";0;0;0;0;0;0;0;0;1;1
"521880 Rio Verde";2;0;1;18;3;19;21;5;12;81
"521900 Sanclerlândia";0;0;0;0;0;0;0;1;0;1
"521975 Santo Antônio do Descoberto";1;0;0;0;0;0;1;0;2;4
"522010 São Luís de Montes Belos";0;0;0;0;0;1;1;0;2;4
"522020 São Miguel do Araguaia";0;1;0;0;1;0;0;0;0;2
"522045 Senador Canedo";0;0;0;1;0;2;4;2;0;9
"522060 Silvânia";0;0;0;1;0;0;0;0;0;1
"522068 Simolândia";0;1;0;0;0;0;0;0;0;1
"522140 Trindade";0;0;0;1;0;1;0;0;0;2
"522160 Uruaçu";1;2;0;2;0;1;0;0;0;6
"522185 Valparaíso de Goiás";0;0;0;2;0;3;1;0;4;10
"522190 Varjão";0;0;0;0;0;0;0;1;0;1
"Total";26;26;16;80;33;108;176;31;112;608
