 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2021
"Município (Res)";"Masculino";"Feminino";"Total"
"500060 Amambaí";4;1;5
"500070 Anastácio";10;3;13
"500085 Angélica";1;0;1
"500090 Antônio João";0;1;1
"500100 Aparecida do Taboado";1;0;1
"500110 Aquidauana";2;2;4
"500190 Bataguassu";4;1;5
"500210 Bela Vista";1;0;1
"500220 Bonito";0;1;1
"500240 Caarapó";2;0;2
"500260 Camapuã";1;0;1
"500270 Campo Grande";232;83;315
"500290 Cassilândia";1;0;1
"500315 Coronel Sapucaia";2;0;2
"500320 Corumbá";25;7;32
"500325 Costa Rica";1;0;1
"500330 Coxim";7;5;12
"500345 Deodápolis";1;1;2
"500348 Dois Irmãos do Buriti";1;0;1
"500370 Dourados";73;20;93
"500375 Eldorado";2;0;2
"500380 Fátima do Sul";2;2;4
"500410 Guia Lopes da Laguna";0;2;2
"500430 Iguatemi";0;1;1
"500490 Jaraguari";1;0;1
"500500 Jardim";8;9;17
"500520 Ladário";2;3;5
"500560 Miranda";2;1;3
"500570 Naviraí";10;4;14
"500580 Nioaque";1;0;1
"500600 Nova Alvorada do Sul";0;1;1
"500620 Nova Andradina";8;4;12
"500630 Paranaíba";12;7;19
"500635 Paranhos";1;0;1
"500640 Pedro Gomes";1;0;1
"500660 Ponta Porã";23;14;37
"500710 Ribas do Rio Pardo";1;1;2
"500720 Rio Brilhante";1;0;1
"500740 Rio Verde de Mato Grosso";1;1;2
"500750 Rochedo";0;1;1
"500769 São Gabriel do Oeste";2;2;4
"500780 Selvíria";0;1;1
"500790 Sidrolândia";4;0;4
"500793 Sonora";1;1;2
"500795 Tacuru";1;0;1
"500830 Três Lagoas";24;7;31
"Total";477;187;664
