 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Goiás
Período:2024
"Município (Res)";"Masculino";"Feminino";"Total"
"520005 Abadia de Goiás";2;0;2
"520010 Abadiânia";2;0;2
"520025 Águas Lindas de Goiás";4;1;5
"520030 Alexânia";1;0;1
"520060 Alto Paraíso de Goiás";1;1;2
"520080 Alvorada do Norte";1;0;1
"520085 Americano do Brasil";2;1;3
"520110 Anápolis";49;11;60
"520130 Anicuns";1;0;1
"520140 Aparecida de Goiânia";72;20;92
"520160 Araçu";1;0;1
"520170 Aragarças";1;4;5
"520250 Aruanã";1;0;1
"520280 Avelinópolis";1;0;1
"520320 Barro Alto";1;0;1
"520330 Bela Vista de Goiás";2;2;4
"520355 Bonfinópolis";2;0;2
"520380 Britânia";0;1;1
"520390 Buriti Alegre";0;1;1
"520410 Cachoeira Alta";1;1;2
"520430 Caçu";1;0;1
"520440 Caiapônia";1;0;1
"520450 Caldas Novas";24;5;29
"520470 Campinorte";1;0;1
"520505 Castelândia";1;0;1
"520510 Catalão";19;10;29
"520549 Cidade Ocidental";16;4;20
"520552 Colinas do Sul";1;0;1
"520620 Cristalina";3;0;3
"520630 Cristianópolis";1;0;1
"520680 Damolândia";1;0;1
"520690 Davinópolis";1;0;1
"520740 Edéia";1;0;1
"520780 Firminópolis";1;0;1
"520790 Flores de Goiás";1;0;1
"520800 Formosa";8;3;11
"520810 Formoso";1;0;1
"520815 Gameleira de Goiás";1;1;2
"520840 Goianápolis";1;0;1
"520860 Goianésia";4;1;5
"520870 Goiânia";373;93;466
"520880 Goianira";4;1;5
"520890 Goiás";3;0;3
"520910 Goiatuba";5;1;6
"520915 Gouvelândia";1;0;1
"520920 Guapó";1;0;1
"520970 Hidrolândia";1;2;3
"520995 Indiara";1;1;2
"521000 Inhumas";4;0;4
"521010 Ipameri";3;2;5
"521020 Iporá";3;2;5
"521040 Itaberaí";4;2;6
"521080 Itajá";1;0;1
"521090 Itapaci";2;0;2
"521120 Itapuranga";2;0;2
"521150 Itumbiara";28;3;31
"521180 Jaraguá";2;1;3
"521190 Jataí";34;9;43
"521200 Jaupaci";0;1;1
"521210 Joviânia";1;1;2
"521250 Luziânia";7;1;8
"521308 Minaçu";1;0;1
"521310 Mineiros";3;0;3
"521370 Montes Claros de Goiás";0;1;1
"521375 Montividiu";2;1;3
"521380 Morrinhos";5;3;8
"521405 Mundo Novo";1;0;1
"521440 Nazário";1;0;1
"521450 Nerópolis";2;0;2
"521460 Niquelândia";0;3;3
"521486 Nova Glória";1;0;1
"521487 Nova Iguaçu de Goiás";0;1;1
"521500 Nova Veneza";2;0;2
"521523 Novo Gama";3;2;5
"521530 Orizona";2;0;2
"521550 Ouvidor";1;0;1
"521570 Palmeiras de Goiás";2;0;2
"521600 Panamá";1;0;1
"521680 Petrolina de Goiás";1;1;2
"521710 Piracanjuba";0;1;1
"521720 Piranhas";0;1;1
"521740 Pires do Rio";1;0;1
"521760 Planaltina";5;3;8
"521800 Porangatu";2;0;2
"521830 Posse";0;1;1
"521850 Quirinópolis";1;0;1
"521880 Rio Verde";72;18;90
"521890 Rubiataba";1;0;1
"521930 Santa Helena de Goiás";6;1;7
"521950 Santa Rosa de Goiás";1;0;1
"521975 Santo Antônio do Descoberto";5;1;6
"522000 São João d'Aliança";2;0;2
"522010 São Luís de Montes Belos";4;1;5
"522020 São Miguel do Araguaia";1;0;1
"522045 Senador Canedo";16;3;19
"522060 Silvânia";1;0;1
"522108 Teresina de Goiás";1;1;2
"522119 Terezópolis de Goiás";2;0;2
"522140 Trindade";8;2;10
"522145 Trombas";1;0;1
"522160 Uruaçu";10;5;15
"522185 Valparaíso de Goiás";27;7;34
"522205 Vicentinópolis";1;0;1
"Total";909;244;1153
