 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2023
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"420010 Abelardo Luz";0;0;0;0;0;0;1;0;0;1
"420050 Águas de Chapecó";0;1;0;0;0;0;0;0;0;1
"420070 Alfredo Wagner";0;0;0;0;0;0;1;0;0;1
"420125 Apiúna";0;0;0;0;1;0;1;0;0;2
"420130 Araquari";0;0;0;0;0;0;5;0;0;5
"420140 Araranguá";0;2;1;5;1;1;3;0;0;13
"420170 Ascurra";0;0;0;0;0;0;0;1;0;1
"420195 Balneário Arroio do Silva";0;3;0;1;1;1;1;0;0;7
"420205 Balneário Barra do Sul";0;0;0;0;0;0;3;0;1;4
"420200 Balneário Camboriú";0;2;0;5;8;5;18;4;12;54
"420207 Balneário Gaivota";0;0;0;2;0;0;0;0;0;2
"420210 Barra Velha";0;0;0;0;0;0;5;1;0;6
"420230 Biguaçu";0;2;0;5;3;3;4;3;2;22
"420240 Blumenau";2;3;1;15;11;4;49;5;16;106
"420260 Bom Retiro";0;0;0;0;0;0;1;0;0;1
"420245 Bombinhas";0;1;0;0;1;3;7;1;0;13
"420270 Botuverá";0;0;0;0;1;0;0;0;0;1
"420280 Braço do Norte";0;1;0;1;1;1;0;0;0;4
"420290 Brusque";0;4;2;4;0;1;11;1;4;27
"420300 Caçador";1;0;1;1;4;3;3;0;1;14
"420320 Camboriú";1;3;2;5;4;2;12;0;1;30
"420340 Campo Belo do Sul";1;0;0;0;0;0;0;0;0;1
"420360 Campos Novos";1;1;2;0;0;0;1;0;0;5
"420370 Canelinha";0;0;0;0;0;1;0;0;0;1
"420380 Canoinhas";0;0;0;1;0;1;0;0;0;2
"420390 Capinzal";0;1;0;1;1;2;0;0;1;6
"420395 Capivari de Baixo";0;0;2;0;0;0;0;1;0;3
"420420 Chapecó";0;6;2;5;6;6;25;5;8;63
"420425 Cocal do Sul";0;0;0;0;0;1;2;0;1;4
"420430 Concórdia";0;0;0;2;5;1;3;1;2;14
"420450 Corupá";0;0;0;0;0;1;0;0;0;1
"420460 Criciúma";0;2;3;7;10;11;22;3;13;71
"420470 Cunha Porã";0;0;0;0;1;0;0;0;0;1
"420480 Curitibanos";0;1;0;0;1;0;2;0;1;5
"420500 Dionísio Cerqueira";0;0;1;0;0;0;0;0;0;1
"420540 Florianópolis";7;12;3;20;26;17;66;3;34;188
"420545 Forquilhinha";0;1;1;0;0;2;2;0;2;8
"420550 Fraiburgo";0;0;0;3;0;0;1;0;1;5
"420570 Garopaba";0;1;1;1;0;1;2;0;4;10
"420580 Garuva";0;0;0;1;0;2;1;0;0;4
"420590 Gaspar";0;1;1;1;2;3;8;0;2;18
"420650 Guaramirim";0;0;0;0;1;0;0;0;0;1
"420665 Guatambú";0;0;0;0;0;0;0;0;1;1
"420670 Herval d'Oeste";0;0;0;1;2;3;0;0;0;6
"420690 Ibirama";0;2;0;0;0;0;0;0;0;2
"420700 Içara";0;2;1;4;2;0;3;0;2;14
"420710 Ilhota";0;0;1;0;0;0;0;0;0;1
"420720 Imaruí";0;0;0;0;1;1;2;0;0;4
"420730 Imbituba";0;1;0;3;1;1;1;0;2;9
"420750 Indaial";0;1;0;1;2;3;8;2;1;18
