 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2023
Ano Notificação: 2023
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2023
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";1;0;1
"420050 Águas de Chapecó";1;0;1
"420070 Alfredo Wagner";1;0;1
"420125 Apiúna";1;1;2
"420130 Araquari";3;5;8
"420140 Araranguá";11;5;16
"420170 Ascurra";1;0;1
"420195 Balneário Arroio do Silva";7;0;7
"420205 Balneário Barra do Sul";3;1;4
"420200 Balneário Camboriú";44;21;65
"420207 Balneário Gaivota";1;2;3
"420210 Barra Velha";4;2;6
"420230 Biguaçu";15;12;27
"420240 Blumenau";81;28;109
"420260 Bom Retiro";1;0;1
"420245 Bombinhas";10;4;14
"420270 Botuverá";0;1;1
"420280 Braço do Norte";2;3;5
"420290 Brusque";19;11;30
"420300 Caçador";10;4;14
"420320 Camboriú";20;14;34
"420340 Campo Belo do Sul";1;0;1
"420360 Campos Novos";3;2;5
"420370 Canelinha";1;0;1
"420380 Canoinhas";1;2;3
"420390 Capinzal";3;3;6
"420395 Capivari de Baixo";3;2;5
"420420 Chapecó";53;17;70
"420425 Cocal do Sul";3;3;6
"420430 Concórdia";11;4;15
"420450 Corupá";1;0;1
"420460 Criciúma";49;24;73
"420470 Cunha Porã";2;0;2
"420480 Curitibanos";4;1;5
"420500 Dionísio Cerqueira";1;0;1
"420540 Florianópolis";181;63;244
"420545 Forquilhinha";9;2;11
"420550 Fraiburgo";4;1;5
"420570 Garopaba";7;3;10
"420580 Garuva";4;0;4
"420590 Gaspar";16;2;18
"420650 Guaramirim";0;1;1
"420665 Guatambú";1;0;1
"420670 Herval d'Oeste";3;4;7
"420690 Ibirama";1;1;2
"420700 Içara";6;9;15
"420710 Ilhota";0;1;1
"420720 Imaruí";3;1;4
"420730 Imbituba";6;4;10
"420750 Indaial";14;5;19
"420780 Irani";0;1;1
"420785 Irati";1;0;1
"420800 Itá";1;0;1
"420810 Itaiópolis";1;0;1
"420820 Itajaí";87;36;123
"420830 Itapema";17;16;33
"420845 Itapoá";3;1;4
"420880 Jaguaruna";6;3;9
"420890 Jaraguá do Sul";19;8;27
"420900 Joaçaba";5;3;8
"420910 Joinville";119;42;161
"420930 Lages";51;27;78
"420940 Laguna";4;3;7
"420945 Lajeado Grande";1;0;1
"420960 Lauro Muller";1;0;1
"421000 Luiz Alves";1;0;1
"421010 Mafra";3;3;6
"421040 Maracajá";2;2;4
"421060 Massaranduba";0;1;1
"421105 Monte Carlo";1;0;1
"421130 Navegantes";29;8;37
"421140 Nova Erechim";1;0;1
"421145 Nova Itaberaba";1;0;1
"421150 Nova Trento";1;1;2
"421160 Nova Veneza";1;1;2
"421170 Orleans";3;1;4
"421175 Otacílio Costa";1;0;1
"421180 Ouro";1;0;1
"421190 Palhoça";33;26;59
"421220 Papanduva";1;1;2
"421225 Passo de Torres";0;1;1
"421250 Penha";5;3;8
"421280 Piçarras";4;2;6
"421290 Pinhalzinho";0;1;1
"421320 Pomerode";6;2;8
"421330 Ponte Alta";0;2;2
"421340 Ponte Serrada";1;0;1
"421350 Porto Belo";3;2;5
"421360 Porto União";1;1;2
"421370 Pouso Redondo";0;1;1
"421380 Praia Grande";1;0;1
"421400 Presidente Getúlio";0;1;1
"421480 Rio do Sul";14;12;26
"421500 Rio Negrinho";1;1;2
"421550 Santa Cecília";1;0;1
"421570 Santo Amaro da Imperatriz";0;1;1
"421580 São Bento do Sul";9;3;12
"421610 São Domingos";1;0;1
"421620 São Francisco do Sul";12;4;16
"421630 São João Batista";0;3;3
"421625 São João do Oeste";1;0;1
"421660 São José";62;24;86
"421700 São Ludgero";1;0;1
"421720 São Miguel do Oeste";15;4;19
"421725 São Pedro de Alcântara";2;0;2
"421730 Saudades";1;0;1
"421740 Schroeder";1;0;1
"421750 Seara";1;0;1
"421770 Sombrio";8;2;10
"421800 Tijucas";13;2;15
"421820 Timbó";9;2;11
"421830 Três Barras";1;0;1
"421840 Treze de Maio";2;0;2
"421850 Treze Tílias";2;0;2
"421870 Tubarão";20;12;32
"421890 Urubici";1;0;1
"421900 Urussanga";4;1;5
"421930 Videira";9;9;18
"421950 Xanxerê";15;4;19
"421970 Xaxim";2;2;4
"Total";1251;555;1806
