 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2016
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"430003 Aceguá";0;0;0;0;0;0;0;0;0;1;0;0;1
"430030 Alecrim";0;0;0;0;0;0;0;0;0;1;1;0;2
"430040 Alegrete";0;0;0;0;0;3;11;4;3;2;1;0;24
"430060 Alvorada";3;0;0;1;1;18;27;19;13;9;1;0;92
"430070 Anta Gorda";0;0;0;0;0;0;0;1;0;0;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;0;2;0;0;0;0;2
"430105 Arroio do Sal";0;0;0;0;0;0;0;0;1;0;0;0;1
"430120 Arroio do Tigre";0;0;0;0;0;0;1;0;0;0;0;0;1
"430110 Arroio dos Ratos";0;0;0;0;0;1;0;0;0;0;0;0;1
"430130 Arroio Grande";0;0;0;0;0;0;1;1;0;0;0;0;2
"430140 Arvorezinha";0;0;0;0;0;0;0;1;0;0;0;0;1
"430160 Bagé";1;0;0;0;0;4;9;13;5;3;0;0;35
"430190 Barra do Ribeiro";0;0;0;0;0;0;0;1;0;0;0;0;1
"430210 Bento Gonçalves";0;0;0;0;0;7;7;8;3;2;1;0;28
"430220 Boa Vista do Buricá";0;0;0;0;0;1;0;0;0;0;0;0;1
"430230 Bom Jesus";0;0;0;0;0;0;0;0;1;0;0;0;1
"430240 Bom Retiro do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1
"430250 Bossoroca";0;0;0;0;0;0;1;0;0;1;0;0;2
"430280 Caçapava do Sul";1;0;0;0;0;1;2;0;3;1;1;0;9
"430290 Cacequi";0;0;0;0;0;0;0;1;0;0;0;0;1
"430300 Cachoeira do Sul";0;0;1;0;1;7;6;6;1;0;0;0;22
"430310 Cachoeirinha";1;0;1;0;0;4;16;16;10;3;0;0;51
"430340 Caiçara";0;0;0;0;0;0;0;0;1;0;0;0;1
"430350 Camaquã";0;0;0;0;0;4;5;3;0;0;0;0;12
"430380 Campinas do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1
"430390 Campo Bom";0;0;0;0;0;2;4;1;2;2;0;0;11
"430400 Campo Novo";0;0;0;0;0;0;0;1;0;0;0;0;1
"430420 Candelária";0;0;0;0;0;0;1;0;1;0;0;0;2
"430435 Candiota";0;0;0;0;0;1;0;0;0;0;0;0;1
"430440 Canela";0;0;0;0;0;1;7;3;3;0;1;0;15
"430460 Canoas";0;2;1;0;1;40;53;34;12;12;2;0;157
"430463 Capão da Canoa";1;0;0;0;1;5;7;9;3;0;0;0;26
