 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
Ano Diagnóstico: 2016
Ano Notificação: 2016
UF Residência: Rio Grande do Sul
Região Res.: Região Sul
UF Notificação: Rio Grande do Sul
Região Not.: Região Sul
Período:2016
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"430030 Alecrim";0;1;1;0;0;0;0;0;0;2
"430040 Alegrete";0;2;0;5;3;2;3;1;2;18
"430060 Alvorada";3;5;5;21;7;3;9;1;1;55
"430070 Anta Gorda";0;0;0;1;0;0;0;0;0;1
"430100 Arroio do Meio";0;0;0;0;0;0;1;0;0;1
"430105 Arroio do Sal";0;0;0;0;1;0;0;0;0;1
"430120 Arroio do Tigre";0;0;0;1;0;0;0;0;0;1
"430110 Arroio dos Ratos";0;0;1;0;0;0;0;0;0;1
"430130 Arroio Grande";0;0;0;1;0;0;0;0;0;1
"430140 Arvorezinha";0;1;0;0;0;0;0;0;0;1
"430160 Bagé";1;5;4;6;4;2;3;0;0;25
"430190 Barra do Ribeiro";0;0;0;1;0;0;0;0;0;1
"430210 Bento Gonçalves";0;3;4;6;2;2;3;1;1;22
"430220 Boa Vista do Buricá";0;0;0;0;0;0;1;0;0;1
"430240 Bom Retiro do Sul";0;1;0;0;0;0;0;0;0;1
"430250 Bossoroca";0;0;0;1;0;1;0;0;0;2
"430280 Caçapava do Sul";0;3;0;2;1;0;0;1;0;7
"430290 Cacequi";0;0;0;0;0;0;1;0;0;1
"430300 Cachoeira do Sul";0;1;0;8;2;3;5;0;0;19
"430310 Cachoeirinha";1;4;1;11;11;4;13;1;1;47
"430340 Caiçara";0;1;0;0;0;0;0;0;0;1
"430350 Camaquã";1;3;2;2;1;1;1;0;0;11
"430380 Campinas do Sul";0;0;0;0;0;0;1;0;0;1
"430390 Campo Bom";0;1;0;2;3;0;0;2;1;9
"430400 Campo Novo";0;0;0;0;0;1;0;0;0;1
"430420 Candelária";0;0;1;0;0;0;0;0;0;1
"430435 Candiota";0;0;0;0;0;1;0;0;0;1
"430440 Canela";0;1;0;4;1;2;1;0;1;10
"430460 Canoas";3;11;5;27;23;11;12;5;7;104
"430463 Capão da Canoa";0;4;0;4;0;0;4;0;0;12
"430465 Capão do Cipó";0;0;0;0;0;0;1;0;0;1
"430466 Capão do Leão";0;0;0;0;0;1;0;0;0;1
"430467 Capivari do Sul";0;0;0;2;0;0;0;0;0;2
"430470 Carazinho";0;2;0;0;1;1;3;0;1;8
"430480 Carlos Barbosa";0;1;0;2;0;1;1;0;0;5
"430500 Catuípe";0;0;0;0;1;0;0;0;0;1
"430510 Caxias do Sul";4;5;3;19;14;6;15;7;5;78
"430512 Cerrito";0;0;0;1;0;0;0;0;0;1
"430520 Cerro Largo";0;0;0;0;0;0;0;1;0;1
"430530 Chapada";0;1;0;0;0;0;0;0;0;1
"430535 Charqueadas";0;3;2;12;6;4;2;0;0;29
"430545 Cidreira";0;0;0;1;0;0;0;0;0;1
"430580 Constantina";0;0;0;0;0;0;1;1;0;2
"430590 Coronel Bicaco";0;0;0;1;0;0;0;0;0;1
"430610 Cruz Alta";0;5;4;8;3;1;7;0;3;31
"430640 Dois Irmãos";0;0;0;0;0;0;1;0;0;1
"430650 Dom Feliciano";0;2;0;0;0;0;0;0;0;2
"430660 Dom Pedrito";0;1;3;3;2;2;3;0;0;14
"430670 Dona Francisca";0;0;0;1;0;0;0;0;0;1
"430676 Eldorado do Sul";0;0;0;3;1;2;3;0;0;9
"430690 Encruzilhada do Sul";0;1;0;1;0;0;0;0;0;2
"430700 Erechim";1;2;1;2;1;0;1;0;1;9
"430730 Erval Seco";1;0;0;0;0;0;0;0;0;1
"430750 Espumoso";0;0;1;1;0;0;0;2;0;4
"430760 Estância Velha";0;2;1;2;2;0;0;1;0;8
"430770 Esteio";0;0;1;10;4;3;2;1;0;21
"430780 Estrela";0;1;0;2;1;1;3;0;0;8
"430790 Farroupilha";0;2;0;1;1;0;1;0;0;5
"430805 Faxinalzinho";1;0;0;0;0;0;0;0;0;1
"430810 Feliz";0;0;0;0;0;0;0;0;1;1
"430820 Flores da Cunha";0;0;0;0;0;0;0;0;1;1
"430840 Formigueiro";0;0;0;0;0;0;1;0;0;1
"430845 Fortaleza dos Valos";0;0;0;1;1;0;0;0;0;2
"430850 Frederico Westphalen";0;0;1;1;0;0;1;0;1;4
"430860 Garibaldi";0;0;0;1;0;0;0;0;0;1
"430910 Gramado";0;0;0;1;0;1;0;0;0;2
"430920 Gravataí";1;8;5;11;4;5;6;1;4;45
"430930 Guaíba";2;3;1;14;4;5;2;1;0;32
"430940 Guaporé";0;1;0;0;0;1;0;0;0;2
"430710 Herval";0;0;0;1;0;0;0;0;0;1
"430960 Horizontina";0;1;0;1;0;0;0;0;1;3
"430990 Ibiraiaras";0;0;0;1;0;0;0;0;0;1
"431000 Ibirubá";0;0;0;0;1;0;1;0;0;2
