 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso
Período:2018
"Município (Res)";"Masculino";"Feminino";"Total"
"510025 Alta Floresta";4;3;7
"510030 Alto Araguaia";1;1;2
"510040 Alto Garças";2;2;4
"510060 Alto Taquari";1;0;1
"510080 Apiacás";1;0;1
"510125 Araputanga";1;0;1
"510170 Barra do Bugres";3;0;3
"510180 Barra do Garças";3;1;4
"510185 Bom Jesus do Araguaia";1;0;1
"510250 Cáceres";11;3;14
"510260 Campinápolis";1;0;1
"510263 Campo Novo do Parecis";1;0;1
"510267 Campo Verde";7;1;8
"510300 Chapada dos Guimarães";1;0;1
"510305 Cláudia";1;0;1
"510320 Colíder";7;3;10
"510330 Comodoro";1;0;1
"510335 Confresa";2;2;4
"510340 Cuiabá";196;81;277
"510350 Diamantino";1;1;2
"510360 Dom Aquino";1;0;1
"510370 Feliz Natal";1;0;1
"510385 Gaúcha do Norte";2;0;2
"510410 Guarantã do Norte";7;3;10
"510420 Guiratinga";1;0;1
"510455 Itaúba";1;0;1
"510460 Itiquira";1;0;1
"510480 Jaciara";6;0;6
"510490 Jangada";1;0;1
"510510 Juara";3;4;7
"510515 Juína";3;1;4
"510517 Juruena";1;0;1
"510520 Juscimeira";2;0;2
"510525 Lucas do Rio Verde";2;1;3
"510560 Matupá";1;1;2
"510562 Mirassol d'Oeste";1;2;3
"510610 Nossa Senhora do Livramento";2;1;3
"510615 Nova Bandeirantes";1;0;1
"510620 Nova Brasilândia";1;0;1
"510622 Nova Mutum";1;2;3
"510623 Nova Olímpia";1;2;3
"510625 Nova Xavantina";1;1;2
"510630 Paranatinga";2;1;3
"510637 Pedra Preta";2;1;3
"510642 Peixoto de Azevedo";2;4;6
"510650 Poconé";1;1;2
"510675 Pontes e Lacerda";2;1;3
"510682 Porto Esperidião";0;1;1
"510700 Poxoréo";4;2;6
"510704 Primavera do Leste";5;3;8
"510706 Querência";0;1;1
"510760 Rondonópolis";93;28;121
"510770 Rosário Oeste";0;1;1
"510724 Santa Carmem";1;0;1
"510779 Santo Antônio do Leste";0;2;2
"510780 Santo Antônio do Leverger";2;1;3
"510730 São José do Rio Claro";0;2;2
"510710 São José dos Quatro Marcos";4;1;5
"510787 Sapezal";0;2;2
"510790 Sinop";31;9;40
"510792 Sorriso";23;12;35
"510795 Tangará da Serra";17;14;31
"510800 Tapurah";2;0;2
"510840 Várzea Grande";48;30;78
"510550 Vila Bela da Santíssima Trindade";0;1;1
"510860 Vila Rica";1;0;1
"Total";527;234;761
