 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
UF Residência: Goiás
Período:2022
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"520005 Abadia de Goiás";0;0;0;0;0;1;0;1;1;0;0;0;3
"520010 Abadiânia";0;0;0;0;0;0;0;0;1;0;0;0;1
"520015 Adelândia";0;0;0;0;0;0;0;0;1;0;0;0;1
"520025 Águas Lindas de Goiás";0;0;0;0;0;1;7;1;1;0;0;0;10
"520030 Alexânia";0;0;0;0;0;0;0;1;0;0;0;0;1
"520080 Alvorada do Norte";0;0;0;0;0;0;1;0;0;0;0;0;1
"520085 Americano do Brasil";0;0;0;0;0;0;1;0;0;0;0;0;1
"520110 Anápolis";0;0;0;0;1;26;19;16;13;5;0;0;80
"520130 Anicuns";0;0;0;0;0;0;0;0;1;0;0;0;1
"520140 Aparecida de Goiânia";0;0;0;0;1;35;37;26;21;5;0;1;126
"520170 Aragarças";0;0;0;0;0;0;1;1;2;0;0;0;4
"520180 Aragoiânia";0;0;0;0;0;0;1;0;0;0;0;0;1
"520235 Arenópolis";0;0;0;0;0;1;0;0;0;0;0;0;1
"520250 Aruanã";0;0;0;0;0;1;0;0;0;0;0;0;1
"520330 Bela Vista de Goiás";0;0;0;0;0;0;0;0;0;1;0;0;1
"520340 Bom Jardim de Goiás";0;0;0;0;0;0;0;0;1;0;0;0;1
"520400 Cabeceiras";0;0;0;0;0;0;0;1;0;0;0;0;1
"520450 Caldas Novas";1;0;0;0;3;3;7;3;1;1;0;0;19
"520455 Caldazinha";0;0;0;0;0;0;0;1;0;0;0;0;1
"520470 Campinorte";0;0;0;0;0;1;0;0;0;0;0;0;1
"520480 Campo Alegre de Goiás";0;0;0;0;0;0;1;0;0;0;0;0;1
"520495 Campos Verdes";0;0;0;0;0;0;0;0;0;1;0;0;1
"520500 Carmo do Rio Verde";0;0;0;0;0;0;1;0;0;0;0;0;1
"520510 Catalão";0;1;0;0;1;11;9;1;4;1;0;0;28
"520540 Ceres";0;0;0;0;0;2;1;0;1;0;0;0;4
"520547 Chapadão do Céu";0;0;0;0;0;1;0;0;0;0;0;0;1
"520549 Cidade Ocidental";0;0;0;0;2;2;8;4;2;3;0;0;21
"520620 Cristalina";0;0;0;0;0;1;1;0;0;1;0;0;3
"520640 Crixás";0;0;0;0;0;0;0;1;1;0;0;0;2
"520660 Cumari";0;0;0;0;1;0;0;0;0;0;0;0;1
"520680 Damolândia";0;0;0;0;0;0;0;0;1;0;0;0;1
"520830 Divinópolis de Goiás";0;0;0;0;0;0;0;0;1;0;0;0;1
"520740 Edéia";0;0;0;0;0;0;0;0;1;0;0;0;1
