 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Goiás
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"520005 Abadia de Goiás";1;2;3
"520010 Abadiânia";1;0;1
"520015 Adelândia";1;0;1
"520025 Águas Lindas de Goiás";6;4;10
"520030 Alexânia";1;0;1
"520080 Alvorada do Norte";0;1;1
"520085 Americano do Brasil";1;0;1
"520110 Anápolis";67;13;80
"520130 Anicuns";0;1;1
"520140 Aparecida de Goiânia";90;36;126
"520170 Aragarças";3;1;4
"520180 Aragoiânia";1;0;1
"520235 Arenópolis";1;0;1
"520250 Aruanã";1;0;1
"520330 Bela Vista de Goiás";1;0;1
"520340 Bom Jardim de Goiás";1;0;1
"520400 Cabeceiras";1;0;1
"520450 Caldas Novas";15;4;19
"520455 Caldazinha";1;0;1
"520470 Campinorte";1;0;1
"520480 Campo Alegre de Goiás";0;1;1
"520495 Campos Verdes";1;0;1
"520500 Carmo do Rio Verde";1;0;1
"520510 Catalão";18;10;28
"520540 Ceres";4;0;4
"520547 Chapadão do Céu";0;1;1
"520549 Cidade Ocidental";18;3;21
"520620 Cristalina";2;1;3
"520640 Crixás";2;0;2
"520660 Cumari";0;1;1
"520680 Damolândia";1;0;1
"520830 Divinópolis de Goiás";1;0;1
"520740 Edéia";1;0;1
"520750 Estrela do Norte";1;0;1
"520753 Faina";2;0;2
"520800 Formosa";4;3;7
"520850 Goiandira";1;0;1
"520860 Goianésia";5;0;5
"520870 Goiânia";390;119;509
"520880 Goianira";5;2;7
"520890 Goiás";2;0;2
"520920 Guapó";1;0;1
"520970 Hidrolândia";2;1;3
"520995 Indiara";0;1;1
"521000 Inhumas";3;3;6
"521010 Ipameri";2;0;2
"521020 Iporá";7;1;8
"521040 Itaberaí";2;3;5
"521090 Itapaci";3;0;3
"521120 Itapuranga";3;0;3
"521150 Itumbiara";33;14;47
"521160 Ivolândia";1;0;1
"521180 Jaraguá";2;1;3
"521190 Jataí";19;10;29
"521220 Jussara";4;0;4
"521250 Luziânia";2;4;6
"521300 Maurilândia";2;0;2
"521308 Minaçu";2;0;2
"521310 Mineiros";4;0;4
"521380 Morrinhos";7;3;10
"521400 Mozarlândia";1;0;1
"521450 Nerópolis";0;1;1
"521460 Niquelândia";1;1;2
"521480 Nova Aurora";1;0;1
"521500 Nova Veneza";3;0;3
"521520 Novo Brasil";1;0;1
"521523 Novo Gama";6;1;7
"521540 Ouro Verde de Goiás";1;0;1
"521560 Padre Bernardo";1;0;1
"521570 Palmeiras de Goiás";2;1;3
"521640 Paraúna";1;0;1
"521710 Piracanjuba";2;0;2
"521720 Piranhas";1;0;1
"521730 Pirenópolis";2;0;2
"521740 Pires do Rio";1;0;1
"521760 Planaltina";6;2;8
"521770 Pontalina";2;1;3
"521805 Porteirão";1;0;1
"521810 Portelândia";1;1;2
"521830 Posse";0;1;1
"521850 Quirinópolis";1;0;1
"521860 Rialma";1;0;1
"521870 Rianápolis";1;0;1
"521880 Rio Verde";42;24;66
"521890 Rubiataba";1;0;1
"521900 Sanclerlândia";1;0;1
"521925 Santa Fé de Goiás";2;1;3
"521973 Santo Antônio de Goiás";1;0;1
"521975 Santo Antônio do Descoberto";4;0;4
"522010 São Luís de Montes Belos";4;1;5
"522020 São Miguel do Araguaia";2;0;2
"522040 São Simão";1;1;2
"522045 Senador Canedo";28;5;33
"522050 Serranópolis";1;0;1
"522060 Silvânia";2;0;2
"522140 Trindade";13;3;16
"522150 Turvânia";0;1;1
"522160 Uruaçu";3;1;4
"522185 Valparaíso de Goiás";27;4;31
"522205 Vicentinópolis";1;0;1
"520000 Município ignorado - GO";2;0;2
"Total";924;294;1218
