 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Escolaridade
UF Residência: Mato Grosso do Sul
Período:2016
"Município (Res)";"analfabeto";"1ª a 4ª série incompleta";"4ª série completa";"5ª a 8ª série incompleta";"fundamental completo";"médio incompleto";"médio completo";"superior incompleto";"superior completo";"Total"
"500060 Amambaí";0;1;0;0;0;0;0;0;0;1
"500100 Aparecida do Taboado";0;0;0;1;0;0;0;0;0;1
"500110 Aquidauana";0;0;1;1;1;1;1;1;1;7
"500190 Bataguassu";0;1;1;0;1;0;0;0;0;3
"500200 Batayporã";0;1;0;0;0;0;0;0;0;1
"500210 Bela Vista";0;0;0;0;3;0;0;0;0;3
"500220 Bonito";0;0;0;0;0;0;1;0;0;1
"500230 Brasilândia";0;0;0;1;0;0;0;0;0;1
"500240 Caarapó";1;0;0;0;1;0;1;0;0;3
"500270 Campo Grande";0;19;17;31;21;28;35;12;14;177
"500290 Cassilândia";0;0;0;0;2;0;0;0;0;2
"500295 Chapadão do Sul";0;1;0;0;0;0;0;0;0;1
"500320 Corumbá";0;2;2;6;1;1;4;0;1;17
"500330 Coxim";1;3;0;4;0;0;3;0;2;13
"500350 Douradina";0;0;0;0;0;1;0;0;0;1
"500370 Dourados";3;5;1;18;3;5;11;6;12;64
"500375 Eldorado";0;1;1;0;0;0;0;0;0;2
"500430 Iguatemi";0;1;0;1;0;0;0;0;0;2
"500450 Itaporã";0;0;0;1;0;0;0;0;1;2
"500470 Ivinhema";0;0;0;0;0;1;0;0;0;1
"500480 Japorã";2;0;0;1;0;0;0;0;0;3
"500500 Jardim";0;1;0;0;0;0;0;0;0;1
"500515 Juti";0;0;0;0;0;0;1;0;0;1
"500520 Ladário";0;0;0;0;0;1;0;0;0;1
"500540 Maracaju";0;2;0;1;0;0;1;0;1;5
"500560 Miranda";0;0;0;0;0;0;1;0;0;1
"500570 Naviraí";1;4;2;1;1;2;6;0;2;19
"500580 Nioaque";0;0;0;1;0;0;0;0;0;1
"500600 Nova Alvorada do Sul";0;0;0;0;0;1;0;0;0;1
"500620 Nova Andradina";0;2;0;1;1;3;0;0;0;7
"500630 Paranaíba";0;1;1;1;1;1;0;0;0;5
"500660 Ponta Porã";6;3;2;10;2;0;1;2;0;26
"500710 Ribas do Rio Pardo";0;0;1;0;0;0;1;0;0;2
"500720 Rio Brilhante";0;0;0;1;1;0;1;0;0;3
"500730 Rio Negro";0;0;0;0;0;1;0;0;0;1
"500740 Rio Verde de Mato Grosso";0;3;2;1;1;0;0;0;0;7
"500769 São Gabriel do Oeste";1;0;0;1;0;0;2;0;0;4
"500780 Selvíria";0;0;0;1;0;0;0;0;0;1
"500790 Sidrolândia";0;1;0;0;0;0;0;0;1;2
"500795 Tacuru";0;1;0;0;0;0;0;0;0;1
"500800 Terenos";0;0;0;1;0;0;0;0;0;1
"500830 Três Lagoas";0;4;0;8;4;4;4;0;1;25
"Total";15;57;31;93;44;50;74;21;36;421
