 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
UF Residência: Mato Grosso do Sul
Período:2016
"Município (Res)";"Masculino";"Feminino";"Total"
"500020 Água Clara";1;0;1
"500025 Alcinópolis";1;0;1
"500060 Amambaí";0;1;1
"500100 Aparecida do Taboado";0;1;1
"500110 Aquidauana";6;3;9
"500190 Bataguassu";2;1;3
"500200 Batayporã";0;1;1
"500210 Bela Vista";2;1;3
"500220 Bonito";1;0;1
"500230 Brasilândia";0;1;1
"500240 Caarapó";2;1;3
"500270 Campo Grande";173;56;229
"500290 Cassilândia";2;1;3
"500295 Chapadão do Sul";3;0;3
"500320 Corumbá";16;3;19
"500325 Costa Rica";0;2;2
"500330 Coxim";10;4;14
"500350 Douradina";0;1;1
"500370 Dourados";56;24;80
"500375 Eldorado";1;1;2
"500430 Iguatemi";1;1;2
"500450 Itaporã";1;1;2
"500470 Ivinhema";1;0;1
"500480 Japorã";1;2;3
"500500 Jardim";1;0;1
"500515 Juti";1;0;1
"500520 Ladário";1;0;1
"500540 Maracaju";4;3;7
"500560 Miranda";1;0;1
"500568 Mundo Novo";1;0;1
"500570 Naviraí";13;9;22
"500580 Nioaque";1;0;1
"500600 Nova Alvorada do Sul";2;1;3
"500620 Nova Andradina";5;2;7
"500630 Paranaíba";6;7;13
"500660 Ponta Porã";17;14;31
"500710 Ribas do Rio Pardo";3;0;3
"500720 Rio Brilhante";2;1;3
"500730 Rio Negro";1;0;1
"500740 Rio Verde de Mato Grosso";6;2;8
"500769 São Gabriel do Oeste";1;4;5
"500780 Selvíria";0;1;1
"500770 Sete Quedas";1;0;1
"500790 Sidrolândia";2;1;3
"500795 Tacuru";1;0;1
"500800 Terenos";1;0;1
"500830 Três Lagoas";16;9;25
"500840 Vicentina";1;0;1
"Total";368;160;528
