 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Fx. Etária(13)
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2015
"Município (Res)";"< 1 ano";"1-4";"5-9";"10-14";"15-19";"20-29";"30-39";"40-49";"50-59";"60-69";"70-79";"80 e mais";"Total"
"420010 Abelardo Luz";0;0;0;0;0;0;1;0;1;0;0;0;2
"420100 Anita Garibaldi";0;0;0;0;0;0;1;0;0;0;0;0;1
"420110 Anitápolis";0;0;0;0;0;0;0;0;1;0;0;0;1
"420120 Antônio Carlos";0;0;0;0;0;0;0;0;1;0;0;0;1
"420125 Apiúna";0;0;0;0;0;1;0;1;1;0;0;0;3
"420130 Araquari";0;0;0;0;0;1;1;1;2;1;0;0;6
"420140 Araranguá";0;0;0;0;0;4;9;11;2;1;2;0;29
"420170 Ascurra";0;0;0;0;0;1;1;0;0;0;0;0;2
"420195 Balneário Arroio do Silva";0;0;0;0;0;0;2;1;3;2;0;0;8
"420205 Balneário Barra do Sul";0;0;0;0;0;0;0;1;2;0;0;0;3
"420200 Balneário Camboriú";0;0;0;0;2;19;29;23;12;3;2;0;90
"420207 Balneário Gaivota";0;0;0;0;1;0;0;1;2;0;0;0;4
"420210 Barra Velha";0;0;0;0;0;0;2;0;0;0;0;0;2
"420220 Benedito Novo";0;0;0;0;0;0;0;0;1;0;0;0;1
"420230 Biguaçu";0;0;0;0;1;4;13;13;2;2;0;0;35
"420240 Blumenau";1;0;0;0;2;36;43;35;14;10;2;0;143
"420260 Bom Retiro";0;0;0;0;1;0;1;0;0;0;0;0;2
"420245 Bombinhas";0;0;0;0;0;0;1;0;0;0;0;0;1
"420270 Botuverá";0;0;0;0;0;0;1;0;1;0;0;0;2
"420280 Braço do Norte";0;0;0;0;0;2;0;0;1;0;0;0;3
"420285 Braço do Trombudo";0;0;0;0;0;1;0;2;0;0;0;0;3
"420290 Brusque";0;0;0;0;0;16;16;4;5;4;0;0;45
"420300 Caçador";0;0;0;0;0;3;6;0;1;0;0;0;10
"420315 Calmon";0;0;0;0;0;1;0;0;0;0;0;0;1
"420320 Camboriú";0;0;0;0;0;11;5;5;8;3;1;0;33
"420330 Campo Alegre";0;0;0;0;0;1;1;0;0;0;0;0;2
"420350 Campo Erê";1;0;0;0;0;0;0;0;0;0;0;0;1
"420360 Campos Novos";0;0;0;0;0;2;2;1;0;0;0;0;5
"420380 Canoinhas";0;0;0;0;0;4;0;2;1;0;0;0;7
"420390 Capinzal";0;0;0;0;0;1;2;0;0;0;0;0;3
"420395 Capivari de Baixo";0;0;0;0;0;0;5;0;0;0;0;0;5
"420420 Chapecó";0;0;0;0;3;20;8;15;10;6;4;1;67
"420430 Concórdia";0;0;0;0;0;2;1;2;3;0;0;0;8
"420455 Correia Pinto";0;0;0;0;0;1;1;1;0;0;0;0;3
"420450 Corupá";0;0;0;0;0;2;1;1;0;0;0;0;4
"420460 Criciúma";0;0;0;0;3;14;26;22;18;11;1;1;96
"420470 Cunha Porã";0;0;0;0;0;1;0;0;0;0;0;0;1
"420480 Curitibanos";0;1;0;0;0;2;2;2;1;0;0;0;8
"420510 Dona Emma";0;0;0;0;0;0;0;1;0;0;0;0;1
"420517 Entre Rios";0;0;0;0;0;0;0;2;0;0;0;0;2
"420519 Ermo";0;0;0;0;0;0;0;1;0;0;0;0;1
"420530 Faxinal dos Guedes";0;0;0;0;0;1;0;0;0;0;0;0;1
"420540 Florianópolis";1;0;1;0;8;89;97;63;31;10;6;0;306
"420543 Formosa do Sul";0;0;0;0;0;1;0;0;0;0;0;0;1
"420545 Forquilhinha";0;0;0;0;0;0;2;2;0;0;0;0;4
"420550 Fraiburgo";0;0;0;0;0;0;1;2;1;0;0;0;4
"420570 Garopaba";0;0;0;0;0;1;1;2;1;0;0;0;5
"420580 Garuva";0;0;0;0;0;0;1;0;0;0;0;0;1
"420590 Gaspar";0;0;0;0;1;6;3;1;3;1;1;0;16
"420600 Governador Celso Ramos";0;0;0;0;0;0;0;1;0;1;0;0;2
"420620 Gravatal";0;0;0;0;0;0;0;1;0;0;0;0;1
"420630 Guabiruba";0;0;0;0;0;1;1;2;1;0;0;0;5
"420640 Guaraciaba";0;0;0;0;0;1;0;0;0;0;0;0;1
"420650 Guaramirim";0;0;0;0;0;2;1;4;2;0;0;0;9
"420665 Guatambú";0;0;0;0;0;0;1;0;0;0;0;0;1
"420670 Herval d'Oeste";0;0;0;0;0;1;4;2;0;0;0;0;7
"420680 Ibicaré";0;0;0;0;0;0;1;0;0;0;0;0;1
"420690 Ibirama";0;0;0;0;1;1;0;1;1;0;0;0;4
"420700 Içara";0;1;0;0;1;6;11;6;4;2;1;0;32
"420710 Ilhota";0;0;0;0;0;0;1;0;0;0;0;0;1
"420720 Imaruí";0;0;0;0;0;1;0;0;0;0;0;0;1
"420730 Imbituba";0;0;0;0;0;3;8;1;5;1;0;0;18
"420750 Indaial";0;0;0;0;0;5;7;5;1;1;0;0;19
"420765 Iporã do Oeste";0;0;0;0;0;0;1;0;0;0;0;0;1
"420780 Irani";0;0;0;0;0;0;0;0;0;2;0;0;2
"420810 Itaiópolis";0;0;0;0;0;0;0;1;0;0;0;0;1
"420820 Itajaí";1;0;0;0;2;38;42;36;17;9;3;0;148
"420830 Itapema";0;0;0;0;0;7;10;3;7;4;1;1;33
"420845 Itapoá";0;0;0;0;0;1;0;0;0;0;0;0;1
"420850 Ituporanga";0;0;0;0;0;1;0;1;1;2;0;0;5
"420880 Jaguaruna";0;0;0;0;0;0;0;0;0;1;0;0;1
"420890 Jaraguá do Sul";0;0;0;0;0;10;18;14;6;2;0;0;50
"420900 Joaçaba";0;0;0;0;0;2;4;1;0;1;0;0;8
"420910 Joinville";0;1;0;1;5;54;70;48;27;8;1;0;215
"420930 Lages";0;1;0;0;0;14;16;22;10;1;1;1;66
"420940 Laguna";0;0;0;0;0;3;2;4;2;0;1;0;12
"420960 Lauro Muller";0;0;0;0;0;2;1;0;1;0;0;0;4
"420970 Lebon Régis";0;0;0;0;0;0;0;1;0;0;0;0;1
"421000 Luiz Alves";0;0;0;0;1;0;0;0;0;0;0;0;1
"421003 Luzerna";0;0;0;0;0;0;0;1;0;0;0;0;1
"421005 Macieira";0;0;0;0;0;1;0;0;0;0;0;0;1
"421010 Mafra";0;0;0;0;1;1;5;2;5;1;0;0;15
"421050 Maravilha";0;0;0;0;0;0;2;2;0;0;0;0;4
"421090 Modelo";0;0;0;0;0;0;0;0;2;1;0;0;3
