 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2015
Ano Notificação: 2015
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2015
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";1;1;2
"420100 Anita Garibaldi";0;1;1
"420110 Anitápolis";0;1;1
"420120 Antônio Carlos";0;1;1
"420125 Apiúna";2;1;3
"420130 Araquari";4;2;6
"420140 Araranguá";19;10;29
"420170 Ascurra";1;1;2
"420195 Balneário Arroio do Silva";4;4;8
"420205 Balneário Barra do Sul";3;0;3
"420200 Balneário Camboriú";62;28;90
"420207 Balneário Gaivota";1;3;4
"420210 Barra Velha";2;0;2
"420220 Benedito Novo";1;0;1
"420230 Biguaçu";16;19;35
"420240 Blumenau";90;53;143
"420260 Bom Retiro";2;0;2
"420245 Bombinhas";0;1;1
"420270 Botuverá";1;1;2
"420280 Braço do Norte";2;1;3
"420285 Braço do Trombudo";2;1;3
"420290 Brusque";27;18;45
"420300 Caçador";6;4;10
"420315 Calmon";1;0;1
"420320 Camboriú";19;14;33
"420330 Campo Alegre";2;0;2
"420350 Campo Erê";1;0;1
"420360 Campos Novos";2;3;5
"420380 Canoinhas";4;3;7
"420390 Capinzal";1;2;3
"420395 Capivari de Baixo";4;1;5
"420420 Chapecó";49;18;67
"420430 Concórdia";5;3;8
"420455 Correia Pinto";2;1;3
"420450 Corupá";3;1;4
"420460 Criciúma";65;31;96
"420470 Cunha Porã";1;0;1
"420480 Curitibanos";3;5;8
"420510 Dona Emma";1;0;1
"420517 Entre Rios";2;0;2
"420519 Ermo";1;0;1
"420530 Faxinal dos Guedes";0;1;1
"420540 Florianópolis";234;72;306
"420543 Formosa do Sul";1;0;1
"420545 Forquilhinha";2;2;4
"420550 Fraiburgo";2;2;4
"420570 Garopaba";5;0;5
"420580 Garuva";1;0;1
"420590 Gaspar";12;4;16
"420600 Governador Celso Ramos";1;1;2
"420620 Gravatal";0;1;1
"420630 Guabiruba";4;1;5
"420640 Guaraciaba";1;0;1
"420650 Guaramirim";7;2;9
"420665 Guatambú";1;0;1
"420670 Herval d'Oeste";5;2;7
"420680 Ibicaré";1;0;1
"420690 Ibirama";4;0;4
"420700 Içara";22;10;32
"420710 Ilhota";0;1;1
"420720 Imaruí";1;0;1
"420730 Imbituba";10;8;18
"420750 Indaial";12;7;19
"420765 Iporã do Oeste";1;0;1
"420780 Irani";1;1;2
"420810 Itaiópolis";1;0;1
"420820 Itajaí";98;50;148
"420830 Itapema";23;10;33
"420845 Itapoá";1;0;1
"420850 Ituporanga";2;3;5
"420880 Jaguaruna";0;1;1
"420890 Jaraguá do Sul";31;19;50
"420900 Joaçaba";6;2;8
"420910 Joinville";144;71;215
"420930 Lages";41;25;66
"420940 Laguna";8;4;12
"420960 Lauro Muller";3;1;4
"420970 Lebon Régis";0;1;1
"421000 Luiz Alves";0;1;1
"421003 Luzerna";1;0;1
"421005 Macieira";0;1;1
"421010 Mafra";12;3;15
"421050 Maravilha";4;0;4
"421090 Modelo";0;3;3
"421100 Mondaí";1;2;3
"421120 Morro da Fumaça";1;2;3
"421130 Navegantes";19;11;30
"421150 Nova Trento";1;0;1
"421170 Orleans";1;1;2
"421175 Otacílio Costa";0;1;1
"421190 Palhoça";42;26;68
"421200 Palma Sola";1;1;2
"421250 Penha";8;1;9
"421280 Piçarras";5;0;5
"421290 Pinhalzinho";1;0;1
"421300 Pinheiro Preto";1;0;1
"421320 Pomerode";2;2;4
"421350 Porto Belo";1;1;2
"421360 Porto União";2;1;3
"421370 Pouso Redondo";1;0;1
"421400 Presidente Getúlio";1;1;2
"421480 Rio do Sul";35;13;48
"421470 Rio dos Cedros";1;0;1
"421500 Rio Negrinho";4;3;7
"421530 Salete";1;1;2
"421545 Sangão";0;1;1
"421550 Santa Cecília";2;0;2
"421570 Santo Amaro da Imperatriz";5;2;7
"421580 São Bento do Sul";6;8;14
"421620 São Francisco do Sul";16;10;26
"421630 São João Batista";3;2;5
"421625 São João do Oeste";1;0;1
"421640 São João do Sul";0;1;1
"421650 São Joaquim";2;2;4
"421660 São José";88;33;121
"421670 São José do Cedro";1;1;2
"421690 São Lourenço do Oeste";0;1;1
"421720 São Miguel do Oeste";1;4;5
"421725 São Pedro de Alcântara";2;0;2
"421740 Schroeder";2;0;2
"421750 Seara";1;1;2
"421760 Siderópolis";0;2;2
"421770 Sombrio";3;4;7
"421775 Sul Brasil";1;0;1
"421780 Taió";0;1;1
"421800 Tijucas";12;5;17
"421820 Timbó";4;2;6
"421870 Tubarão";48;18;66
"421875 Tunápolis";0;1;1
"421880 Turvo";1;0;1
"421885 União do Oeste";0;1;1
"421900 Urussanga";2;5;7
"421930 Videira";7;3;10
"421950 Xanxerê";9;3;12
"421970 Xaxim";1;0;1
"Total";1462;721;2183
