 Casos de aids identificados no Brasil
Freqüência por Município (Res) e Sexo
Ano Diagnóstico: 2022
Ano Notificação: 2022
UF Residência: Santa Catarina
Região Res.: Região Sul
UF Notificação: Santa Catarina
Região Not.: Região Sul
Período:2022
"Município (Res)";"Masculino";"Feminino";"Total"
"420010 Abelardo Luz";2;1;3
"420050 Águas de Chapecó";0;1;1
"420060 Águas Mornas";1;2;3
"420125 Apiúna";1;2;3
"420130 Araquari";3;3;6
"420140 Araranguá";11;5;16
"420170 Ascurra";1;0;1
"420195 Balneário Arroio do Silva";2;2;4
"420205 Balneário Barra do Sul";3;1;4
"420200 Balneário Camboriú";54;18;72
"420207 Balneário Gaivota";0;1;1
"420210 Barra Velha";6;4;10
"420220 Benedito Novo";1;0;1
"420230 Biguaçu";17;9;26
"420240 Blumenau";61;36;97
"420243 Bocaina do Sul";1;0;1
"420250 Bom Jardim da Serra";1;0;1
"420260 Bom Retiro";1;0;1
"420245 Bombinhas";3;2;5
"420270 Botuverá";2;0;2
"420280 Braço do Norte";3;0;3
"420287 Brunópolis";1;0;1
"420290 Brusque";31;16;47
"420300 Caçador";12;6;18
"420320 Camboriú";17;18;35
"420330 Campo Alegre";1;0;1
"420350 Campo Erê";0;1;1
"420360 Campos Novos";6;1;7
"420370 Canelinha";1;0;1
"420380 Canoinhas";4;3;7
"420390 Capinzal";2;1;3
"420395 Capivari de Baixo";3;1;4
"420400 Catanduvas";0;1;1
"420420 Chapecó";41;27;68
"420425 Cocal do Sul";1;1;2
"420430 Concórdia";8;4;12
"420455 Correia Pinto";0;1;1
"420450 Corupá";0;1;1
"420460 Criciúma";55;33;88
"420470 Cunha Porã";0;1;1
"420480 Curitibanos";9;6;15
"420515 Doutor Pedrinho";1;0;1
"420530 Faxinal dos Guedes";2;0;2
"420540 Florianópolis";184;68;252
"420545 Forquilhinha";2;5;7
"420550 Fraiburgo";1;3;4
"420570 Garopaba";7;5;12
"420580 Garuva";1;0;1
"420590 Gaspar";12;3;15
"420600 Governador Celso Ramos";1;0;1
"420620 Gravatal";1;0;1
"420630 Guabiruba";2;1;3
"420650 Guaramirim";8;0;8
"420670 Herval d'Oeste";2;0;2
"420690 Ibirama";1;1;2
"420700 Içara";1;1;2
"420720 Imaruí";2;1;3
"420730 Imbituba";13;1;14
"420750 Indaial";7;4;11
"420768 Ipuaçu";2;1;3
"420780 Irani";1;0;1
"420810 Itaiópolis";1;1;2
"420820 Itajaí";69;22;91
"420830 Itapema";11;13;24
"420845 Itapoá";1;2;3
"420850 Ituporanga";2;0;2
"420870 Jacinto Machado";1;0;1
"420880 Jaguaruna";0;2;2
"420890 Jaraguá do Sul";19;7;26
"420900 Joaçaba";12;3;15
"420910 Joinville";115;37;152
"420930 Lages";44;30;74
"420940 Laguna";10;3;13
"420950 Laurentino";0;1;1
"420960 Lauro Muller";1;2;3
"420990 Lontras";2;0;2
"421010 Mafra";6;2;8
"421040 Maracajá";2;2;4
"421050 Maravilha";0;1;1
"421060 Massaranduba";2;0;2
"421085 Mirim Doce";1;0;1
"421120 Morro da Fumaça";2;2;4
"421130 Navegantes";14;9;23
"421140 Nova Erechim";2;0;2
"421150 Nova Trento";1;1;2
"421170 Orleans";5;3;8
"421175 Otacílio Costa";0;1;1
"421190 Palhoça";28;32;60
"421205 Palmeira";1;0;1
"421210 Palmitos";1;0;1
"421220 Papanduva";1;2;3
"421227 Passos Maia";1;0;1
"421240 Pedras Grandes";1;0;1
"421250 Penha";6;3;9
"421280 Piçarras";1;0;1
"421290 Pinhalzinho";0;1;1
"421320 Pomerode";2;3;5
"421340 Ponte Serrada";0;2;2
"421360 Porto União";4;2;6
"421370 Pouso Redondo";3;1;4
"421400 Presidente Getúlio";2;1;3
"421420 Quilombo";1;0;1
"421480 Rio do Sul";12;10;22
"421500 Rio Negrinho";4;2;6
"421510 Rodeio";2;1;3
"421550 Santa Cecília";1;3;4
"421565 Santa Rosa do Sul";0;1;1
"421570 Santo Amaro da Imperatriz";0;2;2
"421580 São Bento do Sul";11;2;13
"421600 São Carlos";1;1;2
"421610 São Domingos";0;1;1
"421620 São Francisco do Sul";9;8;17
"421630 São João Batista";1;1;2
"421650 São Joaquim";4;2;6
"421660 São José";72;30;102
"421670 São José do Cedro";0;1;1
"421680 São José do Cerrito";0;1;1
"421720 São Miguel do Oeste";8;3;11
"421725 São Pedro de Alcântara";4;0;4
"421750 Seara";1;0;1
"421760 Siderópolis";1;1;2
"421770 Sombrio";2;3;5
"421780 Taió";1;1;2
"421790 Tangará";0;1;1
"421800 Tijucas";13;5;18
"421820 Timbó";2;1;3
"421830 Três Barras";1;0;1
"421835 Treviso";1;0;1
"421840 Treze de Maio";0;1;1
"421870 Tubarão";18;12;30
"421890 Urubici";1;1;2
"421900 Urussanga";1;1;2
"421910 Vargeão";1;0;1
"421917 Vargem Bonita";0;1;1
"421920 Vidal Ramos";0;1;1
"421930 Videira";6;6;12
"421950 Xanxerê";14;8;22
"421970 Xaxim";2;4;6
"Total";1186;610;1796
